poly_id:ID,:LABEL,source_db,source_record_id,name,raw_representation,canonical_representation,mw_or_range_raw,branching_raw
dolphin::33656,Polysaccharide,DoLPHiN,33656,YTPS—5N,YTPS—5N | β-Glcp-(1→6) | β-(1 → 6)-linked glucose units. | No relevant information could be found in the literature. | glucose 19.17%; mannose 5.76%; galactose 12.22%; arabinose 14.04%; ribose 3.49%; galacturonic acid 7.09%; rhamnose 38.23%,YTPS—5N | β-Glcp-(1→6) | β-(1 → 6)-linked glucose units. | No relevant information could be found in the literature. | glucose 19.17%; mannose 5.76%; galactose 12.22%; arabinose 14.04%; ribose 3.49%; galacturonic acid 7.09%; rhamnose 38.23%,14.6kDa,No relevant information could be found in the literature.
dolphin::33657,Polysaccharide,DoLPHiN,33657,YTPS—7N,YTPS—7N | β-Glcp-(1→6) | β-(1 → 6)-linked glucose units. | No relevant information could be found in the literature. | glucose 18.5%; mannose 5.56%; galactose 11.8%; arabinose 13.55%; ribose 3.37%; galacturonic acid 6.84%; glucuronic acid 3.47%; rhamnose 36.91%,YTPS—7N | β-Glcp-(1→6) | β-(1 → 6)-linked glucose units. | No relevant information could be found in the literature. | glucose 18.5%; mannose 5.56%; galactose 11.8%; arabinose 13.55%; ribose 3.37%; galacturonic acid 6.84%; glucuronic acid 3.47%; rhamnose 36.91%,3.3kDa,No relevant information could be found in the literature.
dolphin::33658,Polysaccharide,DoLPHiN,33658,Chachi polysaccharides,Chachi polysaccharides | β-GalA-(1→4) | α-D-(1→4)-linked galacturonic acid units and α-D-(1→4)-linked methyl galacturonic acid units | →4)-β-D-galactose (Galp) and α-L-arabinose (Araf) | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),Chachi polysaccharides | β-GalA-(1→4) | α-D-(1→4)-linked galacturonic acid units and α-D-(1→4)-linked methyl galacturonic acid units | →4)-β-D-galactose (Galp) and α-L-arabinose (Araf) | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),,→4)-β-D-galactose (Galp) and α-L-arabinose (Araf)
dolphin::33659,Polysaccharide,DoLPHiN,33659,ASP,"ASP | β-Xylp-(1→3,4) | 1→3)-linked xylose units and (1→3,4)-linked Xylp | (1→3,4)-linked Galp、t-Glcp、(1→3,6)-linked Glcp、(1→3)-linked Araf、(1→2)-linked GlcpA and (1→3,4)-linked Rhap | glucose 8.11%; galactose 8.08%; xylose 73.52%; arabinose 2.25%; galacturonic acid 2.48%; glucuronic acid 4.27%; rhamnose 1.28%","ASP | β-Xylp-(1→3,4) | 1→3)-linked xylose units and (1→3,4)-linked Xylp | (1→3,4)-linked Galp、t-Glcp、(1→3,6)-linked Glcp、(1→3)-linked Araf、(1→2)-linked GlcpA and (1→3,4)-linked Rhap | glucose 8.11%; galactose 8.08%; xylose 73.52%; arabinose 2.25%; galacturonic acid 2.48%; glucuronic acid 4.27%; rhamnose 1.28%",185kDa,"(1→3,4)-linked Galp、t-Glcp、(1→3,6)-linked Glcp、(1→3)-linked Araf、(1→2)-linked GlcpA and (1→3,4)-linked Rhap"
dolphin::33660,Polysaccharide,DoLPHiN,33660,,"glucose units linked by β-(1,4) glycosidic bonds. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","glucose units linked by β-(1,4) glycosidic bonds. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33661,Polysaccharide,DoLPHiN,33661,alginate,alginate | β-ManA-(1→4) | ManA or M and GulA or G linked by 1-4 bonds. | No relevant information could be found in the literature. | mannose Exist (No specific proportion could be found in the literature),alginate | β-ManA-(1→4) | ManA or M and GulA or G linked by 1-4 bonds. | No relevant information could be found in the literature. | mannose Exist (No specific proportion could be found in the literature),32kDa,No relevant information could be found in the literature.
dolphin::33662,Polysaccharide,DoLPHiN,33662,Dextran,"Dextran | α-Glcp-(1→3) | D-glucose units linked by α-(1,6) glycosidic bonds. | α-1,3 glycosidic bond | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature)","Dextran | α-Glcp-(1→3) | D-glucose units linked by α-(1,6) glycosidic bonds. | α-1,3 glycosidic bond | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature)",3kDa,"α-1,3 glycosidic bond"
dolphin::33663,Polysaccharide,DoLPHiN,33663,RDPS-Ⅰ,"RDPS-Ⅰ | α-Glcp-(1→2) | α-D-(1,3)-Glcp | α-D-(1→2)-Manp-β-D-1)-Galp | glucose 71.4%; mannose 28.6%","RDPS-Ⅰ | α-Glcp-(1→2) | α-D-(1,3)-Glcp | α-D-(1→2)-Manp-β-D-1)-Galp | glucose 71.4%; mannose 28.6%",41kDa,α-D-(1→2)-Manp-β-D-1)-Galp
dolphin::33664,Polysaccharide,DoLPHiN,33664,S1,S1 | α-Glcp-(1→4) | [α-D-Glc (1→4)-]n | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),S1 | α-Glcp-(1→4) | [α-D-Glc (1→4)-]n | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),63kDa,No relevant information could be found in the literature.
dolphin::33665,Polysaccharide,DoLPHiN,33665,S2,S2 | α-Glcp-(1→4) | [α-D-Glc (1→4)-]n | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),S2 | α-Glcp-(1→4) | [α-D-Glc (1→4)-]n | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),7.4kDa,No relevant information could be found in the literature.
dolphin::33666,Polysaccharide,DoLPHiN,33666,DFPN-1,"DFPN-1 | 1→4, 1→6, 1→2 linked in a ratio of 84.3: 9.0: 6.7 | No relevant information could be found in the literature. | glucose 22.0%; mannose 27.4%; galactose 50.6%","DFPN-1 | 1→4, 1→6, 1→2 linked in a ratio of 84.3: 9.0: 6.7 | No relevant information could be found in the literature. | glucose 22.0%; mannose 27.4%; galactose 50.6%",48kDa,No relevant information could be found in the literature.
dolphin::33667,Polysaccharide,DoLPHiN,33667,PSP,PSP | β-Glcp-(1→4) | This refers to the (1→4)-β-D-glucopyranosidic linkage. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature),PSP | β-Glcp-(1→4) | This refers to the (1→4)-β-D-glucopyranosidic linkage. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature),21.1kDa,No relevant information could be found in the literature.
dolphin::33668,Polysaccharide,DoLPHiN,33668,PLP,"PLP | β-Xylp-(1→3,4) | This refers to xylose units linked at positions 1,2,4 and 1,3,4, respectively. | No relevant information could be found in the literature. | glucose 1.53%; galactose 3.06%; xylose 75.92%; arabinose 18.3%; rhamnose 1.19%","PLP | β-Xylp-(1→3,4) | This refers to xylose units linked at positions 1,2,4 and 1,3,4, respectively. | No relevant information could be found in the literature. | glucose 1.53%; galactose 3.06%; xylose 75.92%; arabinose 18.3%; rhamnose 1.19%",3800kDa,No relevant information could be found in the literature.
dolphin::33669,Polysaccharide,DoLPHiN,33669,PPS1,PPS1 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 2.13%; mannose 92.67%; galactose 5.21%,PPS1 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 2.13%; mannose 92.67%; galactose 5.21%,69kDa,No relevant information could be found in the literature.
dolphin::33670,Polysaccharide,DoLPHiN,33670,PPS2,PPS2 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 15.64%; mannose 71.88%; galactose 12.48%,PPS2 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 15.64%; mannose 71.88%; galactose 12.48%,46kDa,No relevant information could be found in the literature.
dolphin::33671,Polysaccharide,DoLPHiN,33671,PPS3,PPS3 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 16.4%; mannose 53.1%; galactose 30.5%,PPS3 | This refers to a backbone composed of α-Manp and β-Manp units. | No relevant information could be found in the literature. | glucose 16.4%; mannose 53.1%; galactose 30.5%,37kDa,No relevant information could be found in the literature.
dolphin::33672,Polysaccharide,DoLPHiN,33672,APS-I,"APS-I | D-Glcp-(1→, →4)-D-Glcp-(1→, →2)-L-Rhap-(1→, D-Araf-(1→, →5)-D-Araf-(1→, →2,5)-D-Araf-(1→, →4)-D-Galp-(1 → . | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","APS-I | D-Glcp-(1→, →4)-D-Glcp-(1→, →2)-L-Rhap-(1→, D-Araf-(1→, →5)-D-Araf-(1→, →2,5)-D-Araf-(1→, →4)-D-Galp-(1 → . | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",10kDa,No relevant information could be found in the literature.
dolphin::33673,Polysaccharide,DoLPHiN,33673,APS-II,"APS-II | α-Glcp-(1→4); α-Glcp-(1→6); α-Glcp-(1→, →4,6); α-Glcp-(1→, →3,4,6); α-Glcp-(1→2); α-Araf-(1→5); α-Araf-(1→4) | α-D-Glcp-(1→, →4)-α-D-Glcp-(1→, →6)-α-D-Glcp-(1→, →4,6)-α-D-Glcp-(1→, →3,4,6)-α-D-Glcp-(1→, →2)-α-L-Rhap-(1→, α-D-Araf-(1→, →5)-α-D-Araf-(1→, →4)-β-D-Galp-(1 → | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","APS-II | α-Glcp-(1→4); α-Glcp-(1→6); α-Glcp-(1→, →4,6); α-Glcp-(1→, →3,4,6); α-Glcp-(1→2); α-Araf-(1→5); α-Araf-(1→4) | α-D-Glcp-(1→, →4)-α-D-Glcp-(1→, →6)-α-D-Glcp-(1→, →4,6)-α-D-Glcp-(1→, →3,4,6)-α-D-Glcp-(1→, →2)-α-L-Rhap-(1→, α-D-Araf-(1→, →5)-α-D-Araf-(1→, →4)-β-D-Galp-(1 → | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",10kDa,No relevant information could be found in the literature.
dolphin::33674,Polysaccharide,DoLPHiN,33674,Fucoidan,Fucoidan | α-Fucp-(1→4) | (1-3) - linked α - L-fucopyranose residues or (1-3) - linked α - L-fucopyranose and (1-4) - α - linked L-fucopyranose residues | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),Fucoidan | α-Fucp-(1→4) | (1-3) - linked α - L-fucopyranose residues or (1-3) - linked α - L-fucopyranose and (1-4) - α - linked L-fucopyranose residues | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),,No relevant information could be found in the literature.
dolphin::33675,Polysaccharide,DoLPHiN,33675,Carrageenans,Carrageenans | α-D-galactopyranose and β-D-galacopyranose | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature),Carrageenans | α-D-galactopyranose and β-D-galacopyranose | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature),,No relevant information could be found in the literature.
dolphin::33676,Polysaccharide,DoLPHiN,33676,Porphyran,"Porphyran | β-Galp-(1→4); α-Galp-(1→3) | Porphyran chains consist of alternating β - D-galactoses, Composition of α - L-galactose-6-sulfate and 3,6-dihydro - α - galactose units | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature)","Porphyran | β-Galp-(1→4); α-Galp-(1→3) | Porphyran chains consist of alternating β - D-galactoses, Composition of α - L-galactose-6-sulfate and 3,6-dihydro - α - galactose units | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33677,Polysaccharide,DoLPHiN,33677,FVPs,FVPs | α-Manp-(1→2) | α-(1 → 2)-linked D-Manp unit | No relevant information could be found in the literature. | glucose 61.14%; mannose 8.64%; galactose 18.28%; xylose 3.91%; arabinose 0.32%; rhamnose 6.19%; fucose 1.52%,FVPs | α-Manp-(1→2) | α-(1 → 2)-linked D-Manp unit | No relevant information could be found in the literature. | glucose 61.14%; mannose 8.64%; galactose 18.28%; xylose 3.91%; arabinose 0.32%; rhamnose 6.19%; fucose 1.52%,54.78kDa,No relevant information could be found in the literature.
dolphin::33678,Polysaccharide,DoLPHiN,33678,FVP2,FVP2 | α-Glcp-(1→4) | α-(1 → 4)-D-glucan | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),FVP2 | α-Glcp-(1→4) | α-(1 → 4)-D-glucan | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature),18.9kDa,No relevant information could be found in the literature.
dolphin::33679,Polysaccharide,DoLPHiN,33679,FVPA1,"FVPA1 | β-Galp-(1→2); α-Manp-(1→4); α-Fucp-(1→4); β-Galp-(1→1); α-Manp-(1→4) | 1,2,6-trisubstituted Gal, 1,2,6-tri-substituted Man, 1,4-di-substituted Gal, and 1,4-disubstituted Fuc with a Manp residue and Glcp at terminals | No relevant information could be found in the literature. | glucose 42.62%; mannose 22.95%; galactose 16.39%; fucose 18.03%","FVPA1 | β-Galp-(1→2); α-Manp-(1→4); α-Fucp-(1→4); β-Galp-(1→1); α-Manp-(1→4) | 1,2,6-trisubstituted Gal, 1,2,6-tri-substituted Man, 1,4-di-substituted Gal, and 1,4-disubstituted Fuc with a Manp residue and Glcp at terminals | No relevant information could be found in the literature. | glucose 42.62%; mannose 22.95%; galactose 16.39%; fucose 18.03%",18kDa,No relevant information could be found in the literature.
dolphin::33680,Polysaccharide,DoLPHiN,33680,Alginate,"Alginate | β-ManA-(1→4); α-GlcA-(1→4) | β-(1,4)-ManA and α-(1,4)-GulA | No relevant information could be found in the literature. | mannose Exist (No specific proportion could be found in the literature)","Alginate | β-ManA-(1→4); α-GlcA-(1→4) | β-(1,4)-ManA and α-(1,4)-GulA | No relevant information could be found in the literature. | mannose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33681,Polysaccharide,DoLPHiN,33681,RGTA,"RGTA | α-Glcp-(1→6); α-Glcp-(1→3) | α-(1,6)-Glc and α-(1,3)-Glc | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","RGTA | α-Glcp-(1→6); α-Glcp-(1→3) | α-(1,6)-Glc and α-(1,3)-Glc | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33682,Polysaccharide,DoLPHiN,33682,Cellulose,"Cellulose | β-Glcp-(1→4) | β-(1,4)-Glc | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","Cellulose | β-Glcp-(1→4) | β-(1,4)-Glc | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33683,Polysaccharide,DoLPHiN,33683,Chitosan,"Chitosan | β-GlcNAc-(1→4); β-GlcN-(1→4) | β-(1,4)-GlcNAc and β-(1,4)-GlcN | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)","Chitosan | β-GlcNAc-(1→4); β-GlcN-(1→4) | β-(1,4)-GlcNAc and β-(1,4)-GlcN | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33684,Polysaccharide,DoLPHiN,33684,Hyaluronan,"Hyaluronan | β-GlcA(1→3); β-GlcNAc-(1→4) | β-(1,3)-GlcA and β-(1,4)-GlcNAc | No relevant information could be found in the literature. | glucuronic acid Exist (No specific proportion could be found in the literature)","Hyaluronan | β-GlcA(1→3); β-GlcNAc-(1→4) | β-(1,3)-GlcA and β-(1,4)-GlcNAc | No relevant information could be found in the literature. | glucuronic acid Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33685,Polysaccharide,DoLPHiN,33685,PGB,"PGB | α-Glcp-(1→3); α-Glcp-(1→4,6) | (1 → 4)-linked-glucose, (1 → 3 and 1 → 4,6)-branched-glucopyranose | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature)","PGB | α-Glcp-(1→3); α-Glcp-(1→4,6) | (1 → 4)-linked-glucose, (1 → 3 and 1 → 4,6)-branched-glucopyranose | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature)",15.4 × 10 2 kDa,No relevant information could be found in the literature.
dolphin::33686,Polysaccharide,DoLPHiN,33686,Fucoidan,Fucoidan | α-Fucp-(1→3) | (1→3)-linked L-fucopyranose | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),Fucoidan | α-Fucp-(1→3) | (1→3)-linked L-fucopyranose | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),10kDa,No relevant information could be found in the literature.
dolphin::33687,Polysaccharide,DoLPHiN,33687,green algae sulfated PSs,"green algae sulfated PSs | α-Rhap-(1→2,4); α-Rhap-(1→4); β-GlcA-(1→1); β-GlcA-(1→4) | The backbone of the chemical structure of green algae sulfated PSs (ulvans) is composed of glucuronic acid and repeating disaccharide units (xylose and rhamnose): α- and β-(1→4)-linked sugar residues (such as α-1,4- and α-1,2,4-linked L-rhamnose), β-1,4- and terminally linked d-glucuronic acid, and β-1,4-linked d-xylose | No relevant information could be found in the literature. | xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature)","green algae sulfated PSs | α-Rhap-(1→2,4); α-Rhap-(1→4); β-GlcA-(1→1); β-GlcA-(1→4) | The backbone of the chemical structure of green algae sulfated PSs (ulvans) is composed of glucuronic acid and repeating disaccharide units (xylose and rhamnose): α- and β-(1→4)-linked sugar residues (such as α-1,4- and α-1,2,4-linked L-rhamnose), β-1,4- and terminally linked d-glucuronic acid, and β-1,4-linked d-xylose | No relevant information could be found in the literature. | xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature)",,No relevant information could be found in the literature.
dolphin::33688,Polysaccharide,DoLPHiN,33688,β-glucan,β-glucan | beta-(1→3) | beta-(1→6) | glucose Exist (No specific proportion could be found in the literature),β-glucan | beta-(1→3) | beta-(1→6) | glucose Exist (No specific proportion could be found in the literature),,beta-(1→6)
dolphin::33689,Polysaccharide,DoLPHiN,33689,PCPs,PCPs | β-Glcp-(1→6) | β-(1 → 3)-linked D-glucose units. | β-(1 → 6)-D-glucose | glucose Exist (No specific proportion could be found in the literature),PCPs | β-Glcp-(1→6) | β-(1 → 3)-linked D-glucose units. | β-(1 → 6)-D-glucose | glucose Exist (No specific proportion could be found in the literature),,β-(1 → 6)-D-glucose
