poly_id:ID,:LABEL,source_db,source_record_id,name,raw_representation,canonical_representation,mw_or_range_raw,branching_raw
dolphin::34805,Polysaccharide,DoLPHiN,34805,ASP,ASP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 1.3%; galactose 2.2%; xylose 4.9%; arabinose 9.46%; glucuronic acid 81.18%; rhamnose 0.96%,ASP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 1.3%; galactose 2.2%; xylose 4.9%; arabinose 9.46%; glucuronic acid 81.18%; rhamnose 0.96%,3.2 kDa,No relevant information could be found in the literature.
dolphin::34806,Polysaccharide,DoLPHiN,34806,TFPS,TFPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 4.85%; mannose 50.37%; galactose 0.75%; xylose 13.81%; fucose 22.76%; fructose 7.46%,TFPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 4.85%; mannose 50.37%; galactose 0.75%; xylose 13.81%; fucose 22.76%; fructose 7.46%,679kDa,No relevant information could be found in the literature.
dolphin::34807,Polysaccharide,DoLPHiN,34807,SQWP-2,SQWP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 96.9%; mannose 5.1%,SQWP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 96.9%; mannose 5.1%,7.49 kDa,No relevant information could be found in the literature.
dolphin::34808,Polysaccharide,DoLPHiN,34808,AssP,AssP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 16.39%; mannose 4.9%; galactose 18.1%; arabinose 11.99%; rhamnose 0.15%; fructose 48.47%,AssP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 16.39%; mannose 4.9%; galactose 18.1%; arabinose 11.99%; rhamnose 0.15%; fructose 48.47%,1.7 kDa,No relevant information could be found in the literature.
dolphin::34809,Polysaccharide,DoLPHiN,34809,FNPS,FNPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 90.8%; mannose 4.8%; galactose 1.8%; arabinose 1.7%; rhamnose 0.8%,FNPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 90.8%; mannose 4.8%; galactose 1.8%; arabinose 1.7%; rhamnose 0.8%,94kDa,No relevant information could be found in the literature.
dolphin::34810,Polysaccharide,DoLPHiN,34810,AKP,AKP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 56.12%; arabinose 24.39%; rhamnose 19.49%,AKP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 56.12%; arabinose 24.39%; rhamnose 19.49%,3.25kDa,No relevant information could be found in the literature.
dolphin::34811,Polysaccharide,DoLPHiN,34811,BP,BP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature),BP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature),235kDa,No relevant information could be found in the literature.
dolphin::34812,Polysaccharide,DoLPHiN,34812,UIvan,UIvan | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 10.27%; xylose 44.41%; rhamnose 45.32%,UIvan | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 10.27%; xylose 44.41%; rhamnose 45.32%,/,No relevant information could be found in the literature.
dolphin::34813,Polysaccharide,DoLPHiN,34813,Ulvan,Ulvan | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 33.89%; galactose 8.67%; xylose 5.69%; rhamnose 51.75%,Ulvan | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 33.89%; galactose 8.67%; xylose 5.69%; rhamnose 51.75%,140–500 kDa,No relevant information could be found in the literature.
dolphin::34814,Polysaccharide,DoLPHiN,34814,Ulvan,Ulvan | No relevant information could be found in the literature. | No relevant information could be found in the literature.,Ulvan | No relevant information could be found in the literature. | No relevant information could be found in the literature.,28.2kDa,No relevant information could be found in the literature.
dolphin::34815,Polysaccharide,DoLPHiN,34815,Mucilaginous polysaccharide,Mucilaginous polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 36.81%; galactose 31.6%; glucuronic acid 15.8%; rhamnose 15.8%,Mucilaginous polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 36.81%; galactose 31.6%; glucuronic acid 15.8%; rhamnose 15.8%,150kDa,No relevant information could be found in the literature.
dolphin::34816,Polysaccharide,DoLPHiN,34816,APS1,APS1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,APS1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,257.7kDa,No relevant information could be found in the literature.
dolphin::34817,Polysaccharide,DoLPHiN,34817,APS2,APS2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | arabinose 100.0%,APS2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | arabinose 100.0%,40.1kDa,No relevant information could be found in the literature.
dolphin::34818,Polysaccharide,DoLPHiN,34818,APS3,APS3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 35.5%; galactose 21.61%; arabinose 39.6%; rhamnose 3.3%,APS3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 35.5%; galactose 21.61%; arabinose 39.6%; rhamnose 3.3%,15.3kDa,No relevant information could be found in the literature.
dolphin::34819,Polysaccharide,DoLPHiN,34819,APS4,APS4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 75.12%; arabinose 24.88%,APS4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 75.12%; arabinose 24.88%,3.2 kDa,No relevant information could be found in the literature.
dolphin::34820,Polysaccharide,DoLPHiN,34820,SUE,SUE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.1%; xylose 13.7%; glucuronic acid 16.3%; rhamnose 57.9%,SUE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.1%; xylose 13.7%; glucuronic acid 16.3%; rhamnose 57.9%,178kDa,No relevant information could be found in the literature.
dolphin::34821,Polysaccharide,DoLPHiN,34821,HSY-I,HSY-I | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 26.38%; galactose 73.62%,HSY-I | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 26.38%; galactose 73.62%,50kDa,No relevant information could be found in the literature.
dolphin::34822,Polysaccharide,DoLPHiN,34822,HSY-II,HSY-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 66.79%; galactose 28.81%; arabinose 1.24%; glucuronic acid 0.81%; rhamnose 2.35%,HSY-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 66.79%; galactose 28.81%; arabinose 1.24%; glucuronic acid 0.81%; rhamnose 2.35%,10-50kDa,No relevant information could be found in the literature.
dolphin::34823,Polysaccharide,DoLPHiN,34823,HSY-III,HSY-III | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.79%; mannose 13.2%; galactose 74.0%,HSY-III | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.79%; mannose 13.2%; galactose 74.0%,10kDa,No relevant information could be found in the literature.
dolphin::34824,Polysaccharide,DoLPHiN,34824,fucoidan from fucus vesiculosus,fucoidan from fucus vesiculosus | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),fucoidan from fucus vesiculosus | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),/,No relevant information could be found in the literature.
dolphin::34825,Polysaccharide,DoLPHiN,34825,PHP,PHP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 94.47%; galactose 1.98%; arabinose 3.55%,PHP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 94.47%; galactose 1.98%; arabinose 3.55%,/,No relevant information could be found in the literature.
dolphin::34826,Polysaccharide,DoLPHiN,34826,4-O-methyl glucuronoarabinoxylan (GAX),4-O-methyl glucuronoarabinoxylan (GAX) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | xylose 80.0%; arabinose 20.0%,4-O-methyl glucuronoarabinoxylan (GAX) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | xylose 80.0%; arabinose 20.0%,47-50kDa,No relevant information could be found in the literature.
dolphin::34827,Polysaccharide,DoLPHiN,34827,Aloe Polysaccharides1,Aloe Polysaccharides1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.72%; mannose 94.52%; galactose 1.76%,Aloe Polysaccharides1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.72%; mannose 94.52%; galactose 1.76%,55kDa,No relevant information could be found in the literature.
dolphin::34828,Polysaccharide,DoLPHiN,34828,Aloe Polysaccharides2,Aloe Polysaccharides2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.59%; mannose 84.41%; galactose 3.0%,Aloe Polysaccharides2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.59%; mannose 84.41%; galactose 3.0%,129kDa,No relevant information could be found in the literature.
dolphin::34829,Polysaccharide,DoLPHiN,34829,fruiting body polysaccharide fractions,fruiting body polysaccharide fractions | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 77.72%; mannose 8.13%; galactose 7.76%; xylose 1.36%; galacturonic acid 1.87%; glucuronic acid 3.16%,fruiting body polysaccharide fractions | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 77.72%; mannose 8.13%; galactose 7.76%; xylose 1.36%; galacturonic acid 1.87%; glucuronic acid 3.16%,19.8-1.89×10 3 kDa,No relevant information could be found in the literature.
dolphin::34830,Polysaccharide,DoLPHiN,34830,Crude polysaccharides,Crude polysaccharides | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.0%; mannose 3.0%; galactose 24.5%; xylose 10.0%; galacturonic acid 3.0%; rhamnose 3.0%,Crude polysaccharides | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.0%; mannose 3.0%; galactose 24.5%; xylose 10.0%; galacturonic acid 3.0%; rhamnose 3.0%,/,No relevant information could be found in the literature.
dolphin::34831,Polysaccharide,DoLPHiN,34831,the B striata polysaccharide,the B striata polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 26.0%; mannose 74.0%,the B striata polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 26.0%; mannose 74.0%,95.45kDa,No relevant information could be found in the literature.
dolphin::34832,Polysaccharide,DoLPHiN,34832,PP2,PP2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 82.23%; galactose 13.26%; arabinose 4.51%,PP2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 82.23%; galactose 13.26%; arabinose 4.51%,/,No relevant information could be found in the literature.
dolphin::34833,Polysaccharide,DoLPHiN,34833,PP3,PP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 49.81%; galactose 38.02%; arabinose 12.17%,PP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 49.81%; galactose 38.02%; arabinose 12.17%,/,No relevant information could be found in the literature.
dolphin::34834,Polysaccharide,DoLPHiN,34834,PP4,PP4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 41.22%; galactose 40.82%; arabinose 17.96%,PP4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 41.22%; galactose 40.82%; arabinose 17.96%,/,No relevant information could be found in the literature.
dolphin::34835,Polysaccharide,DoLPHiN,34835,PP5,PP5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 46.46%; galactose 16.47%; arabinose 37.07%,PP5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 46.46%; galactose 16.47%; arabinose 37.07%,/,No relevant information could be found in the literature.
dolphin::34836,Polysaccharide,DoLPHiN,34836,MPS,MPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 98.0%; arabinose 2.0%,MPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 98.0%; arabinose 2.0%,2.97× 10 3 kDa,No relevant information could be found in the literature.
dolphin::34837,Polysaccharide,DoLPHiN,34837,DHPD1,DHPD1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 2.16%; galactose 1.97%; arabinose 95.88%,DHPD1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 2.16%; galactose 1.97%; arabinose 95.88%,3.2kDa,No relevant information could be found in the literature.
dolphin::34838,Polysaccharide,DoLPHiN,34838,LMWH,LMWH | No relevant information could be found in the literature. | No relevant information could be found in the literature.,LMWH | No relevant information could be found in the literature. | No relevant information could be found in the literature.,/,No relevant information could be found in the literature.
dolphin::34839,Polysaccharide,DoLPHiN,34839,,No relevant information could be found in the literature. | No relevant information could be found in the literature.,No relevant information could be found in the literature. | No relevant information could be found in the literature.,/,No relevant information could be found in the literature.
dolphin::34840,Polysaccharide,DoLPHiN,34840,GPP,GPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 39.72%; mannose 1.72%; galactose 25.19%; xylose 2.03%; arabinose 13.89%; galacturonic acid 8.99%; glucuronic acid 0.68%; rhamnose 7.78%,GPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 39.72%; mannose 1.72%; galactose 25.19%; xylose 2.03%; arabinose 13.89%; galacturonic acid 8.99%; glucuronic acid 0.68%; rhamnose 7.78%,40.7kDa,No relevant information could be found in the literature.
dolphin::34841,Polysaccharide,DoLPHiN,34841,HDF1,HDF1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.65%; galactose 5.79%; xylose 4.13%; glucuronic acid 0.83%; rhamnose 4.96%; fucose 82.64%,HDF1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.65%; galactose 5.79%; xylose 4.13%; glucuronic acid 0.83%; rhamnose 4.96%; fucose 82.64%,/,No relevant information could be found in the literature.
dolphin::34842,Polysaccharide,DoLPHiN,34842,HDF2A,HDF2A | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.25%; mannose 5.56%; galactose 42.74%; xylose 4.27%; glucuronic acid 3.85%; rhamnose 8.12%; fucose 22.22%,HDF2A | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.25%; mannose 5.56%; galactose 42.74%; xylose 4.27%; glucuronic acid 3.85%; rhamnose 8.12%; fucose 22.22%,/,No relevant information could be found in the literature.
dolphin::34843,Polysaccharide,DoLPHiN,34843,HDF2B,HDF2B | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 2.31%; galactose 16.15%; xylose 1.54%; rhamnose 3.08%; fucose 76.92%,HDF2B | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 2.31%; galactose 16.15%; xylose 1.54%; rhamnose 3.08%; fucose 76.92%,/,No relevant information could be found in the literature.
dolphin::34844,Polysaccharide,DoLPHiN,34844,LP5,LP5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 11.08%; mannose 29.11%; galactose 15.7%; xylose 21.39%; ribose 6.33%; glucuronic acid 16.39%,LP5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 11.08%; mannose 29.11%; galactose 15.7%; xylose 21.39%; ribose 6.33%; glucuronic acid 16.39%,250kDa,No relevant information could be found in the literature.
dolphin::34845,Polysaccharide,DoLPHiN,34845,BMPS,BMPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 53.33%; mannose 33.33%; glucuronic acid 8.34%,BMPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 53.33%; mannose 33.33%; glucuronic acid 8.34%,2.67× 10 3 kDa,No relevant information could be found in the literature.
dolphin::34846,Polysaccharide,DoLPHiN,34846,BMPS-H,BMPS-H | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 60.0%; mannose 40.0%,BMPS-H | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 60.0%; mannose 40.0%,1.621kDa,No relevant information could be found in the literature.
dolphin::34847,Polysaccharide,DoLPHiN,34847,PDSP-1,PDSP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 3.3%; xylose 45.8%; arabinose 28.7%,PDSP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 3.3%; xylose 45.8%; arabinose 28.7%,1000 kDa,No relevant information could be found in the literature.
dolphin::34848,Polysaccharide,DoLPHiN,34848,PDSP-2,PDSP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 2.8%; galactose 8.4%; xylose 55.7%; arabinose 17.6%,PDSP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 2.8%; galactose 8.4%; xylose 55.7%; arabinose 17.6%,1000 kDa,No relevant information could be found in the literature.
dolphin::34849,Polysaccharide,DoLPHiN,34849,PDSP-3,PDSP-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.4%; mannose 28.1%; galactose 4.2%; xylose 10.1%; arabinose 27.9%; ribose 0.8%; glucuronic acid 3.4%; fucose 16.0%,PDSP-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.4%; mannose 28.1%; galactose 4.2%; xylose 10.1%; arabinose 27.9%; ribose 0.8%; glucuronic acid 3.4%; fucose 16.0%,1000 kDa,No relevant information could be found in the literature.
dolphin::34850,Polysaccharide,DoLPHiN,34850,PDSP-4,PDSP-4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 6.9%; mannose 11.8%; galactose 2.0%; xylose 11.6%; arabinose 28.9%; glucuronic acid 4.9%; fucose 16.1%,PDSP-4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 6.9%; mannose 11.8%; galactose 2.0%; xylose 11.6%; arabinose 28.9%; glucuronic acid 4.9%; fucose 16.1%,1000 kDa,No relevant information could be found in the literature.
dolphin::34851,Polysaccharide,DoLPHiN,34851,PPS0,PPS0 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 60.86%; mannose 10.62%; rhamnose 6.63%; fructose 21.92%,PPS0 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 60.86%; mannose 10.62%; rhamnose 6.63%; fructose 21.92%,/,No relevant information could be found in the literature.
dolphin::34852,Polysaccharide,DoLPHiN,34852,PPS1,PPS1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 75.86%; mannose 3.8%; fructose 20.33%,PPS1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 75.86%; mannose 3.8%; fructose 20.33%,386.96kDa,No relevant information could be found in the literature.
dolphin::34853,Polysaccharide,DoLPHiN,34853,PPS2,PPS2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 50.08%; mannose 1.52%; rhamnose 35.88%; fructose 12.49%,PPS2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 50.08%; mannose 1.52%; rhamnose 35.88%; fructose 12.49%,54.99kDa,No relevant information could be found in the literature.
dolphin::34854,Polysaccharide,DoLPHiN,34854,PPSP,PPSP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 22.69%; mannose 15.99%; galactose 49.94%; arabinose 5.74%; rhamnose 2.36%; fucose 3.3%,PPSP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 22.69%; mannose 15.99%; galactose 49.94%; arabinose 5.74%; rhamnose 2.36%; fucose 3.3%,133kDa,No relevant information could be found in the literature.
dolphin::34855,Polysaccharide,DoLPHiN,34855,UAE,UAE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 10.52%; xylose 3.66%; arabinose 0.28%; galacturonic acid 15.92%; glucuronic acid 2.77%; rhamnose 66.87%,UAE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 10.52%; xylose 3.66%; arabinose 0.28%; galacturonic acid 15.92%; glucuronic acid 2.77%; rhamnose 66.87%,/,No relevant information could be found in the literature.
dolphin::34856,Polysaccharide,DoLPHiN,34856,CWE,CWE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 8.71%; xylose 6.46%; arabinose 0.88%; galacturonic acid 32.27%; glucuronic acid 3.15%; rhamnose 48.42%,CWE | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 8.71%; xylose 6.46%; arabinose 0.88%; galacturonic acid 32.27%; glucuronic acid 3.15%; rhamnose 48.42%,/,No relevant information could be found in the literature.
dolphin::34857,Polysaccharide,DoLPHiN,34857,,No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.11%; galactose 61.72%; arabinose 18.82%; galacturonic acid 9.11%; glucuronic acid 0.54%; rhamnose 8.7%,No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.11%; galactose 61.72%; arabinose 18.82%; galacturonic acid 9.11%; glucuronic acid 0.54%; rhamnose 8.7%,/,No relevant information could be found in the literature.
dolphin::34858,Polysaccharide,DoLPHiN,34858,S1,S1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 65.8%; mannose 7.92%; galactose 19.6%; xylose 4.89%; arabinose 0.38%; rhamnose 1.45%,S1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 65.8%; mannose 7.92%; galactose 19.6%; xylose 4.89%; arabinose 0.38%; rhamnose 1.45%,/,No relevant information could be found in the literature.
dolphin::34859,Polysaccharide,DoLPHiN,34859,,No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 59.4%; arabinose 29.7%; rhamnose 10.9%,No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 59.4%; arabinose 29.7%; rhamnose 10.9%,777kDa,No relevant information could be found in the literature.
dolphin::34860,Polysaccharide,DoLPHiN,34860,LDP-2,LDP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 76.5%; mannose 6.28%; galactose 10.48%; xylose 6.74%,LDP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 76.5%; mannose 6.28%; galactose 10.48%; xylose 6.74%,62kDa,No relevant information could be found in the literature.
dolphin::34861,Polysaccharide,DoLPHiN,34861,DCPP-I,DCPP-I | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 34.75%; galactose 62.54%; xylose 2.71%,DCPP-I | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 34.75%; galactose 62.54%; xylose 2.71%,/,No relevant information could be found in the literature.
dolphin::34862,Polysaccharide,DoLPHiN,34862,DCPP-I-a,DCPP-I-a | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 32.75%; galactose 60.44%; xylose 6.8%,DCPP-I-a | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 32.75%; galactose 60.44%; xylose 6.8%,122kDa,No relevant information could be found in the literature.
dolphin::34863,Polysaccharide,DoLPHiN,34863,DCPP-II,DCPP-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 21.1%; mannose 30.01%; galactose 36.11%; arabinose 6.15%; rhamnose 6.62%,DCPP-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 21.1%; mannose 30.01%; galactose 36.11%; arabinose 6.15%; rhamnose 6.62%,/,No relevant information could be found in the literature.
dolphin::34864,Polysaccharide,DoLPHiN,34864,F1,F1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 6.45%; mannose 8.72%; galactose 20.5%; xylose 3.63%; glucuronic acid 10.3%; n-acetyl-d-glucosamine 0.8%; rhamnose 3.2%; fucose 46.4%,F1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 6.45%; mannose 8.72%; galactose 20.5%; xylose 3.63%; glucuronic acid 10.3%; n-acetyl-d-glucosamine 0.8%; rhamnose 3.2%; fucose 46.4%,/,No relevant information could be found in the literature.
dolphin::34865,Polysaccharide,DoLPHiN,34865,F2,F2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.21%; mannose 9.75%; galactose 12.4%; xylose 2.32%; glucuronic acid 8.41%; rhamnose 7.71%; fucose 56.2%,F2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.21%; mannose 9.75%; galactose 12.4%; xylose 2.32%; glucuronic acid 8.41%; rhamnose 7.71%; fucose 56.2%,/,No relevant information could be found in the literature.
dolphin::34866,Polysaccharide,DoLPHiN,34866,LF1,LF1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.69%; mannose 5.44%; galactose 37.3%; xylose 0.85%; n-acetyl-d-glucosamine 1.95%; rhamnose 3.87%; fucose 46.9%,LF1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.69%; mannose 5.44%; galactose 37.3%; xylose 0.85%; n-acetyl-d-glucosamine 1.95%; rhamnose 3.87%; fucose 46.9%,/,No relevant information could be found in the literature.
dolphin::34867,Polysaccharide,DoLPHiN,34867,LF2,LF2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.51%; mannose 1.58%; galactose 10.4%; rhamnose 2.21%; fucose 84.3%,LF2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 1.51%; mannose 1.58%; galactose 10.4%; rhamnose 2.21%; fucose 84.3%,/,No relevant information could be found in the literature.
dolphin::34868,Polysaccharide,DoLPHiN,34868,HA,HA | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,HA | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,15-55 kDa,No relevant information could be found in the literature.
dolphin::34869,Polysaccharide,DoLPHiN,34869,Pleurotus eryngii polysaccharide,Pleurotus eryngii polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 96.26%; mannose 1.42%; galactose 2.32%,Pleurotus eryngii polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 96.26%; mannose 1.42%; galactose 2.32%,30-38kDa,No relevant information could be found in the literature.
dolphin::34870,Polysaccharide,DoLPHiN,34870,Artemisia sphaerocephala polysaccharide,Artemisia sphaerocephala polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.6%; mannose 64.35%; galactose 15.98%; xylose 4.91%; arabinose 1.17%,Artemisia sphaerocephala polysaccharide | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.6%; mannose 64.35%; galactose 15.98%; xylose 4.91%; arabinose 1.17%,/,No relevant information could be found in the literature.
dolphin::34871,Polysaccharide,DoLPHiN,34871,FM-NFG,FM-NFG | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.13%; galactose 11.61%; xylose 33.33%; arabinose 46.93%,FM-NFG | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.13%; galactose 11.61%; xylose 33.33%; arabinose 46.93%,/,No relevant information could be found in the literature.
dolphin::34872,Polysaccharide,DoLPHiN,34872,PCP60W,PCP60W | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 11.69%; galactose 88.31%,PCP60W | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 11.69%; galactose 88.31%,27.4kDa,No relevant information could be found in the literature.
dolphin::34873,Polysaccharide,DoLPHiN,34873,MPS-1,MPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 84.61%; galactose 9.15%; xylose 2.31%; arabinose 3.93%,MPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 84.61%; galactose 9.15%; xylose 2.31%; arabinose 3.93%,7.6kDa,No relevant information could be found in the literature.
