category,poly_id,poly_name,function_id,function_name,stratum,train_support,clean_filtered_rank,baseline_filtered_rank,ontology_filtered_rank,rescue_count_16seeds,evidence_score,organisms,monosaccharides,bonds,diseases,publications,top5_predictions
clean_success,dolphin::34391,PPL-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Pueraria lobata,glucose; galactose; arabinose,,04-Diseases of the immune system,10.3390/ijms24076247,
clean_success,dolphin::36805,EA-CPs,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Symphytum officinale,glucose; mannose; galactose; xylose; ...(+1),,5A40-Intermediate hyperglycaemia,10.1016/j.ijbiomac.2018.04.188,
clean_success,dolphin::32977,HNCP3,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Nostoc commune,glucose; mannose; galactose; rhamnose,,5A40-Intermediate hyperglycaemia,10.1038/s41598-022-26802-x,
clean_success,dolphin::35333,ASP-2-1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Acanthopanax senticosus,glucose; mannose; galactose; xylose; ...(+3),,04-Diseases of the immune system,10.1016/j.foodchem.2010.12.143,
clean_success,dolphin::35746,Glu-CPS-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Nostoc flagelliforme,glucose; mannose; galactose; xylose; ...(+6),,Malignant neoplasms,https://doi.org/10.1016/j.carbpol.2018.06.111,
clean_success,dolphin::37442,Mango,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Mangifera indica,glucose; galactose; arabinose,,organ injury,https://doi.org/10.1016/j.bcdf.2020.100228,
clean_success,dolphin::35213,ARPS-1,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Anoectochilus roxburghii,glucose; mannose; galactose; xylose; ...(+1),,5C8Z/5C8Y-lipoprotein metabolism disorder; 5A44-Insulin-resistance syndromes,10.1016/j.ijbiomac.2018.02.042,
clean_success,dolphin::33768,Arabinoxylan,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Linum usitatissimum,galactose; xylose; arabinose; fucose,,04-Diseases of the immune system,j.ijbiomac.2004.12.006,
clean_success,dolphin::37023,AlMZPS-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Pleurotus eryngii var. tuoliensis,glucose; mannose; galactose,,5C8Z/5C8Y-lipoprotein metabolism disorder; 5C80.0-Hypercholesterolemia,10.1016/j.ijbiomac.2016.11.060,
clean_success,dolphin::37279,PA4.,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Dioscorea polystachya,glucose; mannose; galactose; arabinose; ...(+1),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.lwt.2019.05.016,
clean_success,dolphin::35514,FN1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Aloe vera,glucose; mannose; galactose; xylose; ...(+1),,5A40-Intermediate hyperglycaemia; 04-Diseases of the immune system,10.1186/2191-2858-2-33,
clean_success,dolphin::35328,AMP-1,function:706a8a5c64f2,antimicrobial,head_gt_50,94,1,,,,4,Abelmoschus manihot,glucose; mannose; galactose,,01-Certain infectious or parasitic diseases,10.1134/s0036024412070321,
clean_success,dolphin::36031,IPS,function:c59e879f61be,antiaging,head_gt_50,70,1,,,,4,Flammulina velutipes,glucose; mannose; galactose; rhamnose,,Aging-related disorders,10.1016/j.ijbiomac.2014.11.028,
clean_success,dolphin::34385,L. edodes-derived polysaccharides F2,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lentinula edodes,glucose; mannose; galactose,,Malignant neoplasms; 04-Diseases of the immune system; 01-Certain infectious or parasitic diseases,10.3390/ijms23168980,
clean_success,dolphin::35718,DOPHWE,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Dendrobium officinale,glucose; mannose,,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.carbpol.2018.06.073,
clean_success,dolphin::37421,RVP,function:706a8a5c64f2,antimicrobial,head_gt_50,94,1,,,,4,Russula virescens,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 01-Certain infectious or parasitic diseases,https://doi.org/10.1016/j.ijbiomac.2019.11.025,
clean_success,dolphin::35360,AY05,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Artemisia argyi,glucose; mannose; xylose; arabinose,,04-Diseases of the immune system,10.1007/s10068-010-0209-5,
clean_success,dolphin::33396,BPS-H,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Momordica charantia,glucose; mannose; galactose; xylose; ...(+2),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system; 08-Diseases of the nervous system; ...(+1),10.1016/j.foodchem.2018.08.012,
clean_success,dolphin::36143,OCAP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Angelica sinensis,glucose; mannose; galactose; arabinose; ...(+1),,organ injury,10.1016/j.ijbiomac.2014.03.025,
clean_success,dolphin::33398,BPS-I,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Momordica charantia,glucose; mannose; galactose; xylose; ...(+2),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system; 08-Diseases of the nervous system; ...(+1),10.1016/j.foodchem.2018.08.012,
clean_success,dolphin::34291,GLP-1-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Ganoderma lucidum,glucose; mannose; galactose,,Malignant neoplasms,10.1080 /21655979.2017.1283459,
clean_success,dolphin::36951,MSP-3,function:706a8a5c64f2,antimicrobial,head_gt_50,94,1,,,,4,Malva sylvestris,mannose; galactose; arabinose; glucuronic acid; ...(+1),,Malignant neoplasms; 01-Certain infectious or parasitic diseases,10.1016/j.ijbiomac.2017.03.078,
clean_success,dolphin::37492,Litchi polysaccharide (LP),function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Litchi chinensis,glucose; mannose; galactose; arabinose; ...(+1),,Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.ijbiomac.2018.02.054,
clean_success,dolphin::37395,GBPS-3,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Ginkgo biloba,mannose; galactose; arabinose; galacturonic acid; ...(+2),,04-Diseases of the immune system,https://doi.org/10.1016/j.ijbiomac.2020.08.141,
clean_success,dolphin::37444,TPS–FJ,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Tremella fuciformis,glucose; mannose; galactose; xylose; ...(+1),,04-Diseases of the immune system,https://doi.org/10.1111/ijfs.13782,
clean_success,dolphin::35698,Mulberry fruit polysaccharides,function:a578d3368661,lipid_lowering,head_gt_50,101,1,,,,4,Morus alba,glucose; mannose; galactose; xylose; ...(+5),,5A40-Intermediate hyperglycaemia; 5C8Z/5C8Y-lipoprotein metabolism disorder,https://doi.org/10.1039/C8FO02190B,
clean_success,dolphin::33116,pachyman,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Wolfiporia cocos,glucose,,Malignant neoplasms; 04-Diseases of the immune system,10.1016/s0008-6215(00)84962-9,
clean_success,dolphin::33977,Se-enriched exopolysaccharide fraction from Lentinula edodes,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lentinula edodes,glucose; mannose,,04-Diseases of the immune system,10.1016/j.carres.2010.07.031,
clean_success,dolphin::36884,PPSRWE,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Ophiocordyceps sinensis,glucose; mannose; galactose,,Malignant neoplasms; 04-Diseases of the immune system; Aging-related disorders,10.1016/j.carbpol.2015.12.053,
clean_success,dolphin::36142,ACAP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Angelica sinensis,glucose; mannose; galactose; arabinose; ...(+1),,organ injury,10.1016/j.ijbiomac.2014.03.025,
clean_success,dolphin::35788,N-DE-PP1,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Pisum sativum,glucose; mannose; galactose; arabinose; ...(+1),,5A40-Intermediate hyperglycaemia; Malignant neoplasms,https://doi.org/10.1111/jfbc.13248,
clean_success,dolphin::35819,THP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Tetrastigma hemsleyanum,glucose; mannose; galactose; arabinose; ...(+1),,5A40-Intermediate hyperglycaemia,https://doi.org/10.1002/cbdv.201800070,
clean_success,dolphin::35796,AEP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Astragalus membranaceus,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms,https://doi.org/10.1016/j.jpba.2019.112898,
clean_success,dolphin::37498,SB2-1,function:556eb4150519,radioprotective,mid_11_50,28,1,,,,4,Panax ginseng,glucose; galactose; arabinose; galacturonic acid; ...(+1),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system; Radiation-related disorders; ...(+1),https://doi.org/10.1016/j.ijbiomac.2019.03.229,
clean_success,dolphin::33958,Fucoidan(6PpF3),function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Padina pavonica,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system,10.1007/s10600-012-0091-x,
clean_success,dolphin::33733,PUP60S2,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Polyporus umbellatus,,β-Glcp-(1→6); β-Glcp-(1→3); β-GlcA-(1→3); β-Glcp-(1→4); ...(+1),Malignant neoplasms; 04-Diseases of the immune system; organ injury,10.1016/j.ijbiomac.2021.08.101,
clean_success,dolphin::34384,L. edodes-derived polysaccharides F1,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Lentinula edodes,glucose; mannose; galactose,,Malignant neoplasms; 04-Diseases of the immune system; 01-Certain infectious or parasitic diseases,10.3390/ijms23168980,
clean_success,dolphin::35692,SPCs,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Sagittaria sagittifolia,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,https://doi.org/10.1016/j.carbpol.2019.115355,
clean_success,dolphin::35042,FCAP1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Cornus officinalis,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system; Aging-related disorders; 01-Certain infectious or parasitic diseases,10.1016/j.carres.2010.06.009,
clean_success,dolphin::34275,GPMPP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Gynostemma pentaphyllum,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,10.1155/2018/6285134,
clean_success,dolphin::37284,CA,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Dioscorea polystachya,glucose; mannose; galactose; arabinose; ...(+2),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.lwt.2019.05.016,
clean_success,dolphin::37293,Arctium lappa L. polysaccharides (ALP40-1）,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Arctium lappa,glucose; mannose; galactose; fructose,,5A40-Intermediate hyperglycaemia; Malignant neoplasms,https://doi.org/10.1016/j.ijbiomac.2018.11.087,
clean_success,dolphin::34546,NTSPS,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,tea,glucose; galactose; arabinose,,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.ijbiomac.2013.09.051,
clean_success,dolphin::36806,EUA-CPs,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Symphytum officinale,glucose; mannose; xylose; arabinose,,5A40-Intermediate hyperglycaemia,10.1016/j.ijbiomac.2018.04.188,
clean_success,dolphin::36950,MSP-2,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Malva sylvestris,mannose; galactose; arabinose; glucuronic acid; ...(+1),,Malignant neoplasms; 01-Certain infectious or parasitic diseases,10.1016/j.ijbiomac.2017.03.078,
clean_success,dolphin::36183,PSPP2 - 1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Ipomoea batatas,galactose; rhamnose,,Malignant neoplasms,10.1016/j.carbpol.2015.06.045,
clean_success,dolphin::35924,MOLPF,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Moringa oleifera,glucose; mannose; galactose; arabinose; ...(+3),,5A40-Intermediate hyperglycaemia; 04-Diseases of the immune system; 5C8Z/5C8Y-lipoprotein metabolism disorder,https://doi.org/10.1111/ijfs.14430,
clean_success,dolphin::36496,Fucoidan,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Laminariales,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms,10.3390/md18030168,
clean_success,dolphin::35094,MPS,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Morehella esculenta,glucose; mannose; galactose; xylose; ...(+1),,5C8Z/5C8Y-lipoprotein metabolism disorder,10.1016/j.ijbiomac.2018.09.134,
clean_success,dolphin::36795,MFP-4,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Morus alba,glucose; mannose; galactose; xylose; ...(+1),,5A40-Intermediate hyperglycaemia,10.1039/C5FO01114K,
clean_success,dolphin::35639,Cyclina sinensis polysaccharides,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Cyclina sinensis,glucose; mannose; galactose; xylose; ...(+6),,Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.carbpol.2019.115046,
clean_success,dolphin::33174,FYGL-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Ganoderma lucidum,glucose; galactose; arabinose,,5A40-Intermediate hyperglycaemia,10.1016/j.foodchem.2012.05.071,
clean_success,dolphin::36989,CSAPF15,function:3db4379442dc,antiinflammatory,head_gt_50,126,1,,,,4,Sophora alopecuroides,galactose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2015.12,
clean_success,dolphin::37653,Galactan,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Grifola frondosa,galactose,,04-Diseases of the immune system,10.1016/j.carres.2005.09.024,
clean_success,dolphin::34354,APS-3,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Medicago sativa,galactose; xylose; arabinose; rhamnose,,04-Diseases of the immune system,10.1016/j.carbpol.2014.06.047,
clean_success,dolphin::34311,PGD1-1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Flammulina filiformis,glucose; galactose; xylose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2021.08.086,
clean_success,dolphin::37496,SB,function:8913e15071d3,antifatigue,head_gt_50,55,1,,,,4,Panax ginseng,glucose; galactose; galacturonic acid,,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system; Radiation-related disorders; ...(+1),https://doi.org/10.1016/j.ijbiomac.2019.03.229,
clean_success,dolphin::33446,ARPs,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Anoectochilus roxburghii,glucose; mannose; galactose; xylose; ...(+1),,5A40-Intermediate hyperglycaemia,10.1016/j.ijbiomac.2018.02.042,
clean_success,dolphin::35512,GN2,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Aloe vera,glucose; mannose; galactose,,5A40-Intermediate hyperglycaemia; 04-Diseases of the immune system,10.1186/2191-2858-2-33,
clean_success,dolphin::36975,Lentinula edodes Polysaccharide,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Grifola frondosa,glucose; mannose; galactose; xylose,,Malignant neoplasms; 04-Diseases of the immune system,10.3390/molecules21121705,
clean_success,dolphin::36505,SPC-60,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Sagittaria trifolia,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,10.1002/jsfa.10977,
clean_success,dolphin::35344,SNLAP-2,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Solanum nigrum,glucose; mannose; galactose; xylose; ...(+1),,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.foodchem.2011.09.060,
clean_success,dolphin::33951,Fucoidan(4PpF2),function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Padina pavonica,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system,10.1007/s10600-012-0091-x,
clean_success,dolphin::36822,PSG,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Armillaria mellea,glucose; mannose; galactose; glucuronic acid; ...(+3),,5A40-Intermediate hyperglycaemia; Malignant neoplasms; 04-Diseases of the immune system; 5C8Z/5C8Y-lipoprotein metabolism disorder,10.1016/j.foodhyd.2016.10.018,
clean_success,dolphin::33700,Alginic acid,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Phaeophyceae,,β-ManA-(1→4),Malignant neoplasms; 04-Diseases of the immune system; Radiation-related disorders,10.3390/md18120658,
clean_success,dolphin::34455,MAP-1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Vigna radiata,glucose; galactose; arabinose; rhamnose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2015.12.045,
clean_success,dolphin::36852,UAE,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Ziziphus jujuba,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,10.1016/j.indcrop.2018.08.078,
clean_success,dolphin::34893,BSF-X,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Boletus speciosus,glucose; galactose,,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.ijbiomac.2018.12.216,
clean_success,dolphin::34249,QH1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lycium barbarum,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,10.1186/s13020-019-0273-6,
clean_success,dolphin::37808,Fr-II,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Nicotiana tabacum,glucose; mannose; galactose; allose; ...(+2),,08-Diseases of the nervous system; 01-Certain infectious or parasitic diseases,10.4103/0973-1296.126664,
clean_success,dolphin::35772,BBP-24,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Rubus idaeus,glucose; galactose; arabinose; galacturonic acid; ...(+1),,5A40-Intermediate hyperglycaemia,https://doi.org/10.1016/j.foodhyd.2019.06.002,
clean_success,dolphin::35343,SNLAP-1,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Solanum nigrum,glucose; mannose; galactose; xylose; ...(+1),,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.foodchem.2011.09.060,
clean_success,dolphin::37145,JPC,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Ziziphus Jujube,glucose; mannose; galactose; xylose; ...(+4),,04-Diseases of the immune system,10.1016/j.carbpol.2014.12.082,
clean_success,dolphin::35535,BP (Bryopsis plumosa),function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Cladophora,glucose; galactose; arabinose; fucose,,04-Diseases of the immune system,10.1016/j.carbpol.2010.04.031,
clean_success,dolphin::37504,FPS,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Linum usitatissimum,glucose; mannose; galactose; arabinose; ...(+2),,04-Diseases of the immune system,https://doi.org/10.1016/j.foodchem.2020.126266,
clean_success,dolphin::34353,APS-2,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Medicago sativa,glucose; galactose; xylose; arabinose; ...(+1),,04-Diseases of the immune system,10.1016/j.carbpol.2014.06.047,
clean_success,dolphin::37021,AcMZPS-2,function:8108c1c0e826,cholesterol_lowering,head_gt_50,55,1,,,,4,Pleurotus eryngii var. tuoliensis,glucose; mannose; galactose; xylose,,5C8Z/5C8Y-lipoprotein metabolism disorder; 5C80.0-Hypercholesterolemia,10.1016/j.ijbiomac.2016.11.060,
clean_success,dolphin::36686,BRP-60,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Brassica rapa,glucose; mannose; galactose; xylose; ...(+3),,MG22-Fatigue,10.1016/j.procbio.2021.04.016,
clean_success,dolphin::36616,SSP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Cyperus rotundus,glucose; galactose; xylose; arabinose; ...(+1),,Malignant neoplasms,10.1016/j.fbio.2021.101145,
clean_success,dolphin::33453,GPP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Gynostemma pentaphyllum,glucose; mannose; galactose; xylose; ...(+4),,5A40-Intermediate hyperglycaemia,10.1016/j.ijbiomac.2018.12.231,
clean_success,dolphin::34422,ARP,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Rosa roxburghii,glucose; mannose; galactose; xylose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2018.11.015,
clean_success,dolphin::37474,Citric acid-extracted polysaccharide,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lepidium meyenii,glucose; mannose; galactose; arabinose; ...(+2),,04-Diseases of the immune system; MG22-Fatigue,https://doi.org/10.1111/ijfs.13586,
clean_success,dolphin::34865,F2,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Laminaria japonica,glucose; mannose; galactose; xylose; ...(+3),,04-Diseases of the immune system; organ injury,10.1016/j.ijbiomac.2017.07.148,
clean_success,dolphin::36684,BRP-20,function:8913e15071d3,antifatigue,head_gt_50,55,1,,,,4,Brassica rapa,glucose; mannose; galactose; xylose; ...(+2),,MG22-Fatigue,10.1016/j.procbio.2021.04.016,
clean_success,dolphin::35778,Mycelial polysaccharides of gfugp silent mutant strain,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Grifola frondosa,glucose; mannose; galactose; arabinose,,Malignant neoplasms; 04-Diseases of the immune system,https://doi.org/10.1016/j.ijbiomac.2020.06.139,
clean_success,dolphin::34246,NX1,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lycium barbarum,glucose; mannose; galactose; xylose; ...(+2),,04-Diseases of the immune system,10.1186/s13020-019-0273-6,
clean_success,dolphin::37484,LBP,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lycium barbarum,glucose; galactose; arabinose,,04-Diseases of the immune system,https://doi.org/10.1016/j.ijbiomac.2017.12.017,
clean_success,dolphin::37505,FPS1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Linum usitatissimum,glucose; xylose; arabinose,,04-Diseases of the immune system,https://doi.org/10.1016/j.foodchem.2020.126266,
clean_success,dolphin::37507,FPS3,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Linum usitatissimum,glucose; mannose; galactose; xylose; ...(+3),,04-Diseases of the immune system,https://doi.org/10.1016/j.foodchem.2020.126266,
clean_success,dolphin::35077,CF-I,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Actaea cimicifuga,glucose; mannose; galactose; arabinose,,Malignant neoplasms; 04-Diseases of the immune system,unfound,
clean_success,dolphin::36263,AAPS,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Angelica sinensis,glucose; mannose; galacturonic acid; glucuronic acid; ...(+3),,Malignant neoplasms; 04-Diseases of the immune system,10.1007/s12161-015-0096-8,
clean_success,dolphin::35799,MPS,function:89a4e8b2603e,organ_protective,head_gt_50,128,1,,,,4,Morehella esculenta,glucose; mannose; galactose; xylose; ...(+1),,organ injury; 5C8Z/5C8Y-lipoprotein metabolism disorder,https://doi.org/10.1016/j.ijbiomac.2018.09.134,
clean_success,dolphin::34940,PCP,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Pleurotus citrinopileatus,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.ijbiomac.2020.12.053,
clean_success,dolphin::33952,Fucoidan(4PpF3),function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Padina pavonica,mannose; galactose; xylose; rhamnose; ...(+1),,Malignant neoplasms; 04-Diseases of the immune system,10.1007/s10600-012-0091-x,
clean_success,dolphin::34175,KMM-3、KMM-4,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Kluyveromyces marxianus,mannose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2017.11.053,
clean_success,dolphin::37424,SRVP1-15,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Russula virescens,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 01-Certain infectious or parasitic diseases,https://doi.org/10.1016/j.ijbiomac.2019.11.025,
clean_success,dolphin::36796,CYZ,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Dioscorea opposita,glucose; mannose; galactose; xylose; ...(+2),,5A40-Intermediate hyperglycaemia; Malignant neoplasms,10.1016/j.ijbiomac.2018.08.143,
clean_success,dolphin::33869,WPS,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Dictyophora indusiata,glucose; mannose; galactose; xylose; ...(+6),,5B81-Obesity,https://doi.org/10.1016/j.ijbiomac.2019.05.028,
clean_success,dolphin::34395,CSL-0.1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,/,glucose; mannose; galactose; rhamnose,,04-Diseases of the immune system,10.1016/j.ijbiomac.2021.03.183,
clean_success,dolphin::33961,Fucoidan(7PpF3),function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Padina pavonica,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system,10.1007/s10600-012-0091-x,
clean_success,dolphin::35511,GN1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Aloe vera,glucose; mannose; galactose,,5A40-Intermediate hyperglycaemia; 04-Diseases of the immune system,10.1186/2191-2858-2-33,
clean_success,dolphin::34480,SBPW3,function:bfe4cb549d72,antitumor,head_gt_50,706,1,,,,4,Scutellaria barbata,glucose; mannose; galactose; xylose; ...(+2),,Malignant neoplasms; 04-Diseases of the immune system,10.1016/j.ijbiomac.2019.03.053,
clean_success,dolphin::33895,GLP3,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Gracilaria lemaneiformis,glucose; galactose; arabinose,,04-Diseases of the immune system,https://doi.org/10.1016/j.procbio.2018.08.011,
clean_success,dolphin::34677,KS2P30,function:9051f68a7c0f,immunomodulatory,head_gt_50,1294,1,,,,4,Lentinula edodes,glucose; mannose; galactose; fucose,,04-Diseases of the immune system; 08-Diseases of the nervous system,10.3389/fmicb.2021.627099,
clean_success,dolphin::35831,UAE-GSLP,function:b40bc13fec00,antidiabetic,head_gt_50,433,1,,,,4,Zingiber officinale,glucose; mannose; galactose; xylose; ...(+4),,5A40-Intermediate hyperglycaemia,https://doi.org/10.1016/j.ijbiomac.2020.02.222,
clean_success,dolphin::36219,PTPS - 1,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Camellia sinensis,glucose; mannose; galactose; xylose; ...(+3),,5A40-Intermediate hyperglycaemia,10.1016/j.jff.2013.11.021,
clean_success,dolphin::36220,PTPS - 3,function:ae0df7018a7f,antioxidant,head_gt_50,1915,1,,,,4,Camellia sinensis,glucose; mannose; galactose; xylose; ...(+3),,5A40-Intermediate hyperglycaemia,10.1016/j.jff.2013.11.021,
