:START_ID,:END_ID,:TYPE,ratio_percent
dolphin::32732,mono:e960ee19c478,HAS_MONOSACCHARIDE,44.41
dolphin::32732,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,42.13
dolphin::32732,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,13.46
dolphin::32733,mono:e960ee19c478,HAS_MONOSACCHARIDE,5.42
dolphin::32733,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,1.46
dolphin::32733,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,26.27
dolphin::32733,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,58.00
dolphin::32733,mono:be284897ae95,HAS_MONOSACCHARIDE,8.85
dolphin::32734,mono:e960ee19c478,HAS_MONOSACCHARIDE,1.40
dolphin::32734,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,6.20
dolphin::32734,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,16.80
dolphin::32734,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,28.60
dolphin::32734,mono:69977f67f818,HAS_MONOSACCHARIDE,33.90
dolphin::32734,mono:be284897ae95,HAS_MONOSACCHARIDE,13.10
dolphin::32735,mono:e960ee19c478,HAS_MONOSACCHARIDE,76.68
dolphin::32736,mono:e960ee19c478,HAS_MONOSACCHARIDE,66.70
dolphin::32736,mono:997ac9293e0c,HAS_MONOSACCHARIDE,33.30
dolphin::32737,mono:e960ee19c478,HAS_MONOSACCHARIDE,99.66
dolphin::32737,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.27
dolphin::32737,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,0.07
dolphin::32738,mono:e960ee19c478,HAS_MONOSACCHARIDE,6.21
dolphin::32738,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,48.83
dolphin::32738,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,32.46
dolphin::32738,mono:6390e9567975,HAS_MONOSACCHARIDE,1.17
dolphin::32738,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,5.88
dolphin::32738,mono:4dc02ca9ea1f,HAS_MONOSACCHARIDE,0.05
dolphin::32738,mono:69977f67f818,HAS_MONOSACCHARIDE,2.20
dolphin::32738,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,0.78
dolphin::32738,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,0.17
dolphin::32738,mono:2cdb8961f7de,HAS_MONOSACCHARIDE,2.24
dolphin::32739,mono:e960ee19c478,HAS_MONOSACCHARIDE,83.75
dolphin::32739,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,2.42
dolphin::32739,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,9.46
dolphin::32739,mono:6390e9567975,HAS_MONOSACCHARIDE,0.83
dolphin::32739,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,1.00
dolphin::32739,mono:be284897ae95,HAS_MONOSACCHARIDE,2.53
dolphin::32740,mono:e960ee19c478,HAS_MONOSACCHARIDE,10.00
dolphin::32740,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,45.50
dolphin::32740,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,39.00
dolphin::32740,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,5.50
dolphin::32741,mono:e960ee19c478,HAS_MONOSACCHARIDE,13.03
dolphin::32741,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,20.19
dolphin::32741,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,19.12
dolphin::32741,mono:be284897ae95,HAS_MONOSACCHARIDE,47.65
dolphin::32742,mono:e960ee19c478,HAS_MONOSACCHARIDE,98.48
dolphin::32742,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.27
dolphin::32742,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,0.62
dolphin::32742,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,0.63
dolphin::32743,mono:e960ee19c478,HAS_MONOSACCHARIDE,37.48
dolphin::32743,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,30.76
dolphin::32743,mono:6390e9567975,HAS_MONOSACCHARIDE,7.41
dolphin::32743,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,24.35
dolphin::32744,mono:e960ee19c478,HAS_MONOSACCHARIDE,57.92
dolphin::32744,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,30.26
dolphin::32744,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,11.82
dolphin::32745,mono:e960ee19c478,HAS_MONOSACCHARIDE,74.68
dolphin::32745,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,25.32
dolphin::32746,mono:e960ee19c478,HAS_MONOSACCHARIDE,69.75
dolphin::32746,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,8.40
dolphin::32746,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,12.61
dolphin::32746,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,9.24
dolphin::32747,mono:e960ee19c478,HAS_MONOSACCHARIDE,11.13
dolphin::32747,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,11.97
dolphin::32747,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,26.72
dolphin::32747,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,15.49
dolphin::32747,mono:be284897ae95,HAS_MONOSACCHARIDE,34.69
dolphin::32748,mono:e960ee19c478,HAS_MONOSACCHARIDE,66.01
dolphin::32748,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,14.78
dolphin::32748,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.93
dolphin::32748,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,14.29
dolphin::32749,mono:e960ee19c478,HAS_MONOSACCHARIDE,55.10
dolphin::32749,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,14.29
dolphin::32749,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,6.80
dolphin::32749,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,23.81
dolphin::32750,mono:e960ee19c478,HAS_MONOSACCHARIDE,12.93
dolphin::32750,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,3.18
dolphin::32750,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,40.85
dolphin::32750,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,41.53
dolphin::32750,mono:be284897ae95,HAS_MONOSACCHARIDE,1.52
dolphin::32751,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,1.87
dolphin::32751,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,57.11
dolphin::32751,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,31.46
dolphin::32751,mono:be284897ae95,HAS_MONOSACCHARIDE,9.56
dolphin::32752,mono:e960ee19c478,HAS_MONOSACCHARIDE,35.64
dolphin::32752,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,9.90
dolphin::32752,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,36.63
dolphin::32752,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,17.82
dolphin::32753,mono:e960ee19c478,HAS_MONOSACCHARIDE,94.26
dolphin::32753,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.94
dolphin::32754,mono:e960ee19c478,HAS_MONOSACCHARIDE,14.89
dolphin::32754,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,53.08
dolphin::32754,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,25.24
dolphin::32754,mono:be284897ae95,HAS_MONOSACCHARIDE,6.78
dolphin::32755,mono:e960ee19c478,HAS_MONOSACCHARIDE,95.00
dolphin::32755,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,3.00
dolphin::32755,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.00
dolphin::32756,mono:e960ee19c478,HAS_MONOSACCHARIDE,100.00
dolphin::32757,mono:e960ee19c478,HAS_MONOSACCHARIDE,44.88
dolphin::32757,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,52.48
dolphin::32757,mono:69977f67f818,HAS_MONOSACCHARIDE,1.98
dolphin::32757,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,0.53
dolphin::32757,mono:be284897ae95,HAS_MONOSACCHARIDE,0.14
dolphin::32758,mono:e960ee19c478,HAS_MONOSACCHARIDE,87.71
dolphin::32758,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,12.29
dolphin::32759,mono:e960ee19c478,HAS_MONOSACCHARIDE,50.24
dolphin::32759,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,7.36
dolphin::32759,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,27.89
dolphin::32759,mono:6390e9567975,HAS_MONOSACCHARIDE,13.02
dolphin::32759,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,1.49
dolphin::32760,mono:e960ee19c478,HAS_MONOSACCHARIDE,2.68
dolphin::32760,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,1.55
dolphin::32760,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,74.76
dolphin::32760,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,6.49
dolphin::32760,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,1.13
dolphin::32760,mono:4c049e555cbd,HAS_MONOSACCHARIDE,1.43
dolphin::32760,mono:be284897ae95,HAS_MONOSACCHARIDE,10.71
dolphin::32760,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,1.25
dolphin::32761,mono:e960ee19c478,HAS_MONOSACCHARIDE,87.29
dolphin::32761,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.04
dolphin::32761,mono:6390e9567975,HAS_MONOSACCHARIDE,3.96
dolphin::32761,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.52
dolphin::32761,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,2.20
dolphin::32762,mono:e960ee19c478,HAS_MONOSACCHARIDE,19.23
dolphin::32762,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,34.62
dolphin::32762,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,46.15
dolphin::32763,mono:e960ee19c478,HAS_MONOSACCHARIDE,95.90
dolphin::32763,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.60
dolphin::32763,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,1.00
dolphin::32763,mono:6390e9567975,HAS_MONOSACCHARIDE,0.40
dolphin::32763,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.10
dolphin::32764,mono:e960ee19c478,HAS_MONOSACCHARIDE,47.50
dolphin::32764,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,27.50
dolphin::32764,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,25.00
dolphin::32765,mono:e960ee19c478,HAS_MONOSACCHARIDE,23.01
dolphin::32765,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,54.35
dolphin::32765,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,22.63
dolphin::32766,mono:e960ee19c478,HAS_MONOSACCHARIDE,59.91
dolphin::32766,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,2.20
dolphin::32766,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,8.08
dolphin::32766,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,10.96
dolphin::32766,mono:69977f67f818,HAS_MONOSACCHARIDE,18.84
dolphin::32767,mono:e960ee19c478,HAS_MONOSACCHARIDE,20.00
dolphin::32767,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,17.78
dolphin::32767,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,6.67
dolphin::32767,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,55.56
dolphin::32768,mono:e960ee19c478,HAS_MONOSACCHARIDE,7.84
dolphin::32768,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,13.52
dolphin::32768,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,58.60
dolphin::32768,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,6.94
dolphin::32768,mono:be284897ae95,HAS_MONOSACCHARIDE,13.11
dolphin::32769,mono:e960ee19c478,HAS_MONOSACCHARIDE,0.48
dolphin::32769,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,4.90
dolphin::32769,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,42.85
dolphin::32769,mono:6390e9567975,HAS_MONOSACCHARIDE,1.42
dolphin::32769,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,46.47
dolphin::32769,mono:be284897ae95,HAS_MONOSACCHARIDE,3.89
dolphin::32770,mono:e960ee19c478,HAS_MONOSACCHARIDE,1.40
dolphin::32770,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,8.38
dolphin::32770,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,28.69
dolphin::32770,mono:6390e9567975,HAS_MONOSACCHARIDE,7.22
dolphin::32770,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,26.78
dolphin::32770,mono:be284897ae95,HAS_MONOSACCHARIDE,27.53
dolphin::32771,mono:e960ee19c478,HAS_MONOSACCHARIDE,20.00
dolphin::32771,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,80.00
dolphin::32772,mono:e960ee19c478,HAS_MONOSACCHARIDE,25.00
dolphin::32772,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,75.00
dolphin::32773,mono:e960ee19c478,HAS_MONOSACCHARIDE,34.64
dolphin::32773,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,58.20
dolphin::32773,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,7.16
dolphin::32774,mono:e960ee19c478,HAS_MONOSACCHARIDE,43.92
dolphin::32774,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,21.72
dolphin::32774,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,22.64
dolphin::32774,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,11.72
dolphin::32775,mono:e960ee19c478,HAS_MONOSACCHARIDE,92.73
dolphin::32775,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.37
dolphin::32775,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.90
dolphin::32776,mono:e960ee19c478,HAS_MONOSACCHARIDE,33.48
dolphin::32776,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,29.16
dolphin::32776,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,37.36
dolphin::32777,mono:e960ee19c478,HAS_MONOSACCHARIDE,66.03
dolphin::32777,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,14.77
dolphin::32777,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.93
dolphin::32777,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,14.28
dolphin::32778,mono:e960ee19c478,HAS_MONOSACCHARIDE,74.75
dolphin::32778,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,4.95
dolphin::32778,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,12.38
dolphin::32778,mono:6390e9567975,HAS_MONOSACCHARIDE,3.47
dolphin::32778,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.97
dolphin::32778,mono:be284897ae95,HAS_MONOSACCHARIDE,1.49
dolphin::32779,mono:e960ee19c478,HAS_MONOSACCHARIDE,96.66
dolphin::32779,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,3.34
dolphin::32780,mono:e960ee19c478,HAS_MONOSACCHARIDE,47.61
dolphin::32780,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,21.43
dolphin::32780,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,7.14
dolphin::32780,mono:be284897ae95,HAS_MONOSACCHARIDE,23.82
dolphin::32781,mono:e960ee19c478,HAS_MONOSACCHARIDE,53.66
dolphin::32781,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,11.81
dolphin::32781,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,8.32
dolphin::32781,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,26.21
dolphin::32782,mono:e960ee19c478,HAS_MONOSACCHARIDE,0.60
dolphin::32782,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,96.10
dolphin::32782,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,3.30
dolphin::32783,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,29.17
dolphin::32783,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,47.69
dolphin::32783,mono:be284897ae95,HAS_MONOSACCHARIDE,23.14
dolphin::32785,mono:e960ee19c478,HAS_MONOSACCHARIDE,91.02
dolphin::32785,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,1.18
dolphin::32785,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,5.65
dolphin::32785,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.15
dolphin::32786,mono:e960ee19c478,HAS_MONOSACCHARIDE,60.87
dolphin::32786,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,24.51
dolphin::32786,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,9.00
dolphin::32786,mono:6390e9567975,HAS_MONOSACCHARIDE,2.75
dolphin::32786,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,1.93
dolphin::32786,mono:be284897ae95,HAS_MONOSACCHARIDE,0.93
dolphin::32787,mono:e960ee19c478,HAS_MONOSACCHARIDE,3.39
dolphin::32787,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,80.77
dolphin::32787,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,15.84
dolphin::32788,mono:e960ee19c478,HAS_MONOSACCHARIDE,37.50
dolphin::32788,mono:2cdb8961f7de,HAS_MONOSACCHARIDE,62.50
dolphin::32789,mono:e960ee19c478,HAS_MONOSACCHARIDE,2.80
dolphin::32789,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,58.80
dolphin::32789,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,38.40
dolphin::32790,mono:e960ee19c478,HAS_MONOSACCHARIDE,11.11
dolphin::32790,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,44.44
dolphin::32790,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,44.44
dolphin::32791,mono:e960ee19c478,HAS_MONOSACCHARIDE,23.01
dolphin::32791,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,54.35
dolphin::32791,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,22.63
dolphin::32792,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,75.00
dolphin::32792,mono:6390e9567975,HAS_MONOSACCHARIDE,25.00
dolphin::32793,mono:e960ee19c478,HAS_MONOSACCHARIDE,1.98
dolphin::32793,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.22
dolphin::32793,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,17.58
dolphin::32793,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,80.22
dolphin::32794,mono:e960ee19c478,HAS_MONOSACCHARIDE,5.10
dolphin::32794,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,1.60
dolphin::32794,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,14.50
dolphin::32794,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,78.80
dolphin::32795,mono:e960ee19c478,HAS_MONOSACCHARIDE,0.60
dolphin::32795,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.30
dolphin::32795,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.30
dolphin::32795,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,94.80
dolphin::32796,mono:e960ee19c478,HAS_MONOSACCHARIDE,89.75
dolphin::32796,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,5.59
dolphin::32796,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.66
dolphin::32797,mono:e960ee19c478,HAS_MONOSACCHARIDE,48.79
dolphin::32797,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.47
dolphin::32797,mono:6390e9567975,HAS_MONOSACCHARIDE,40.32
dolphin::32797,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,6.42
dolphin::32798,mono:e960ee19c478,HAS_MONOSACCHARIDE,7.36
dolphin::32798,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,5.62
dolphin::32798,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,36.10
dolphin::32798,mono:6390e9567975,HAS_MONOSACCHARIDE,8.86
dolphin::32798,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,8.93
dolphin::32798,mono:9974d67628e3,HAS_MONOSACCHARIDE,6.28
dolphin::32798,mono:846ce8a923dc,HAS_MONOSACCHARIDE,2.87
dolphin::32798,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,20.13
dolphin::32799,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,24.56
dolphin::32799,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,42.11
dolphin::32799,mono:69977f67f818,HAS_MONOSACCHARIDE,15.95
dolphin::32799,mono:be284897ae95,HAS_MONOSACCHARIDE,17.38
dolphin::32800,mono:e960ee19c478,HAS_MONOSACCHARIDE,72.58
dolphin::32800,mono:6390e9567975,HAS_MONOSACCHARIDE,24.11
dolphin::32800,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,3.31
dolphin::32801,mono:e960ee19c478,HAS_MONOSACCHARIDE,54.55
dolphin::32801,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,18.18
dolphin::32801,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,18.18
dolphin::32801,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,9.09
dolphin::32802,mono:e960ee19c478,HAS_MONOSACCHARIDE,85.50
dolphin::32802,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,3.30
dolphin::32802,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,6.80
dolphin::32802,mono:6390e9567975,HAS_MONOSACCHARIDE,1.10
dolphin::32802,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,1.80
dolphin::32802,mono:be284897ae95,HAS_MONOSACCHARIDE,1.40
dolphin::32803,mono:e960ee19c478,HAS_MONOSACCHARIDE,85.50
dolphin::32803,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,3.30
dolphin::32803,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,6.80
dolphin::32803,mono:6390e9567975,HAS_MONOSACCHARIDE,1.10
dolphin::32803,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,1.80
dolphin::32803,mono:be284897ae95,HAS_MONOSACCHARIDE,1.40
dolphin::32804,mono:e960ee19c478,HAS_MONOSACCHARIDE,94.90
dolphin::32804,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,5.10
dolphin::32805,mono:e960ee19c478,HAS_MONOSACCHARIDE,1.02
dolphin::32805,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.23
dolphin::32805,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,16.86
dolphin::32805,mono:6390e9567975,HAS_MONOSACCHARIDE,1.86
dolphin::32805,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,31.93
dolphin::32805,mono:69977f67f818,HAS_MONOSACCHARIDE,39.78
dolphin::32805,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,1.28
dolphin::32805,mono:be284897ae95,HAS_MONOSACCHARIDE,6.43
dolphin::32805,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,0.61
dolphin::32806,mono:e960ee19c478,HAS_MONOSACCHARIDE,86.31
dolphin::32806,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,9.11
dolphin::32806,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,4.57
dolphin::32807,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,72.17
dolphin::32807,mono:be284897ae95,HAS_MONOSACCHARIDE,27.83
dolphin::32808,mono:e960ee19c478,HAS_MONOSACCHARIDE,44.69
dolphin::32808,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,36.10
dolphin::32808,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,19.21
dolphin::32809,mono:e960ee19c478,HAS_MONOSACCHARIDE,88.20
dolphin::32809,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,9.00
dolphin::32809,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,2.40
dolphin::32810,mono:e960ee19c478,HAS_MONOSACCHARIDE,13.78
dolphin::32810,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,18.37
dolphin::32810,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,51.02
dolphin::32810,mono:69977f67f818,HAS_MONOSACCHARIDE,15.30
dolphin::32810,mono:be284897ae95,HAS_MONOSACCHARIDE,1.53
dolphin::32811,mono:e960ee19c478,HAS_MONOSACCHARIDE,98.50
dolphin::32811,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,0.20
dolphin::32811,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,0.30
dolphin::32811,mono:6390e9567975,HAS_MONOSACCHARIDE,0.30
dolphin::32811,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,0.70
dolphin::32812,mono:e960ee19c478,HAS_MONOSACCHARIDE,31.83
dolphin::32812,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,11.45
dolphin::32812,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,32.29
dolphin::32812,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,24.43
dolphin::32813,mono:e960ee19c478,HAS_MONOSACCHARIDE,39.38
dolphin::32813,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,29.31
dolphin::32813,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,22.16
dolphin::32813,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,9.15
dolphin::32814,mono:e960ee19c478,HAS_MONOSACCHARIDE,25.00
dolphin::32814,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,37.50
dolphin::32814,mono:69977f67f818,HAS_MONOSACCHARIDE,12.50
dolphin::32814,mono:be284897ae95,HAS_MONOSACCHARIDE,25.00
dolphin::32815,mono:e960ee19c478,HAS_MONOSACCHARIDE,21.11
dolphin::32815,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,12.22
dolphin::32815,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,43.34
dolphin::32815,mono:69977f67f818,HAS_MONOSACCHARIDE,23.33
dolphin::32816,mono:e960ee19c478,HAS_MONOSACCHARIDE,33.33
dolphin::32816,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,66.67
dolphin::32817,mono:e960ee19c478,HAS_MONOSACCHARIDE,49.81
dolphin::32817,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,4.73
dolphin::32817,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,35.61
dolphin::32817,mono:a9fe4b9605f3,HAS_MONOSACCHARIDE,9.85
dolphin::32818,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,23.28
dolphin::32818,mono:6390e9567975,HAS_MONOSACCHARIDE,1.91
dolphin::32818,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,45.44
dolphin::32818,mono:69977f67f818,HAS_MONOSACCHARIDE,19.11
dolphin::32818,mono:be284897ae95,HAS_MONOSACCHARIDE,10.25
dolphin::32819,mono:e960ee19c478,HAS_MONOSACCHARIDE,22.96
dolphin::32819,mono:cd22a9eb89a8,HAS_MONOSACCHARIDE,8.14
dolphin::32819,mono:2f713f4e3b43,HAS_MONOSACCHARIDE,50.85
dolphin::32819,mono:7bdebc03fef7,HAS_MONOSACCHARIDE,4.88
dolphin::32819,mono:e28c8e0a806b,HAS_MONOSACCHARIDE,6.92
dolphin::32819,mono:be284897ae95,HAS_MONOSACCHARIDE,6.24
dolphin::32820,mono:e960ee19c478,HAS_MONOSACCHARIDE,92.08
