:START_ID,:END_ID,:TYPE
dolphin::33818,organism:2b607591bd3a,ISOLATED_FROM
dolphin::33819,organism:adffeac77ca7,ISOLATED_FROM
dolphin::33820,organism:b30b5d961078,ISOLATED_FROM
dolphin::33821,organism:b36ac05b512f,ISOLATED_FROM
dolphin::33822,organism:34dc2037a2a8,ISOLATED_FROM
dolphin::33823,organism:1d7a9f96677f,ISOLATED_FROM
dolphin::33824,organism:7e987e990dc6,ISOLATED_FROM
dolphin::33825,organism:f69a0ac4c7b5,ISOLATED_FROM
dolphin::33826,organism:7e987e990dc6,ISOLATED_FROM
dolphin::33827,organism:79de29ede2bd,ISOLATED_FROM
dolphin::33828,organism:4f4bda4b1a70,ISOLATED_FROM
dolphin::33829,organism:0c51e8349b0d,ISOLATED_FROM
dolphin::33830,organism:d5a73355effb,ISOLATED_FROM
dolphin::33831,organism:cfd64439fa55,ISOLATED_FROM
dolphin::33832,organism:1bed638a2ab6,ISOLATED_FROM
dolphin::33833,organism:42099b4af021,ISOLATED_FROM
dolphin::33834,organism:60909fef3059,ISOLATED_FROM
dolphin::33835,organism:b5bf36f695f8,ISOLATED_FROM
dolphin::33836,organism:08209014927f,ISOLATED_FROM
dolphin::33837,organism:c9c5e3236dba,ISOLATED_FROM
dolphin::33838,organism:4c65032313fd,ISOLATED_FROM
dolphin::33839,organism:a6ee81078643,ISOLATED_FROM
dolphin::33840,organism:10a089050d9d,ISOLATED_FROM
dolphin::33841,organism:e8c2bf33cc2b,ISOLATED_FROM
dolphin::33842,organism:3e605c281bb3,ISOLATED_FROM
dolphin::33843,organism:3e605c281bb3,ISOLATED_FROM
dolphin::33844,organism:5ee4e5b9b00d,ISOLATED_FROM
dolphin::33845,organism:06cce442ecc8,ISOLATED_FROM
dolphin::33846,organism:06cce442ecc8,ISOLATED_FROM
dolphin::33847,organism:06cce442ecc8,ISOLATED_FROM
dolphin::33848,organism:dc680990d17b,ISOLATED_FROM
dolphin::33849,organism:40e7d12e697f,ISOLATED_FROM
dolphin::33850,organism:6967d4462bb5,ISOLATED_FROM
dolphin::33851,organism:11e8b4e9866e,ISOLATED_FROM
dolphin::33852,organism:730c6fc12cf9,ISOLATED_FROM
dolphin::33853,organism:c471218f6f30,ISOLATED_FROM
dolphin::33854,organism:c471218f6f30,ISOLATED_FROM
dolphin::33855,organism:50b63ebd2867,ISOLATED_FROM
dolphin::33856,organism:adffeac77ca7,ISOLATED_FROM
dolphin::33857,organism:416995465e65,ISOLATED_FROM
dolphin::33858,organism:af2823ac390d,ISOLATED_FROM
dolphin::33859,organism:c4ae214e23bc,ISOLATED_FROM
dolphin::33860,organism:203d9667646c,ISOLATED_FROM
dolphin::33861,organism:29a07643df80,ISOLATED_FROM
dolphin::33862,organism:80510fa4eadb,ISOLATED_FROM
dolphin::33863,organism:0e35c0d2cc57,ISOLATED_FROM
dolphin::33864,organism:5a470046bafc,ISOLATED_FROM
dolphin::33865,organism:4d4d6c2f7900,ISOLATED_FROM
dolphin::33866,organism:4d4d6c2f7900,ISOLATED_FROM
dolphin::33867,organism:b6f9a132a4d9,ISOLATED_FROM
dolphin::33868,organism:929f7f7041e0,ISOLATED_FROM
dolphin::33869,organism:af2823ac390d,ISOLATED_FROM
dolphin::33870,organism:10a089050d9d,ISOLATED_FROM
dolphin::33871,organism:b38b616df502,ISOLATED_FROM
dolphin::33872,organism:ffa3d2bb4d5e,ISOLATED_FROM
dolphin::33873,organism:661a1aec39f7,ISOLATED_FROM
dolphin::33874,organism:661a1aec39f7,ISOLATED_FROM
dolphin::33875,organism:5fd69516f4dc,ISOLATED_FROM
dolphin::33876,organism:5fd69516f4dc,ISOLATED_FROM
dolphin::33877,organism:519a0e13c9f1,ISOLATED_FROM
dolphin::33878,organism:a214382e6b64,ISOLATED_FROM
dolphin::33879,organism:51d2c8401863,ISOLATED_FROM
dolphin::33880,organism:f3ce22c85466,ISOLATED_FROM
dolphin::33881,organism:3b5d43d19b72,ISOLATED_FROM
dolphin::33882,organism:d6185123847c,ISOLATED_FROM
dolphin::33883,organism:d6185123847c,ISOLATED_FROM
dolphin::33884,organism:d6185123847c,ISOLATED_FROM
dolphin::33885,organism:8d3959ea3022,ISOLATED_FROM
dolphin::33886,organism:bf3028e0efff,ISOLATED_FROM
dolphin::33887,organism:d8cefda760f8,ISOLATED_FROM
dolphin::33888,organism:07198c918b5a,ISOLATED_FROM
dolphin::33889,organism:07198c918b5a,ISOLATED_FROM
dolphin::33890,organism:07198c918b5a,ISOLATED_FROM
dolphin::33891,organism:cdabc044beaa,ISOLATED_FROM
dolphin::33892,organism:b6f9a132a4d9,ISOLATED_FROM
dolphin::33893,organism:abb53809224a,ISOLATED_FROM
dolphin::33894,organism:abb53809224a,ISOLATED_FROM
dolphin::33895,organism:abb53809224a,ISOLATED_FROM
dolphin::33896,organism:eb0d09530751,ISOLATED_FROM
dolphin::33897,organism:eb0d09530751,ISOLATED_FROM
dolphin::33898,organism:c8eef5644343,ISOLATED_FROM
dolphin::33899,organism:19990ec0f419,ISOLATED_FROM
dolphin::33900,organism:52169aa4ea27,ISOLATED_FROM
dolphin::33901,organism:ff185d9ca521,ISOLATED_FROM
dolphin::33902,organism:7aaf352f908c,ISOLATED_FROM
dolphin::33903,organism:44e46b75a208,ISOLATED_FROM
dolphin::33904,organism:07a7303f67a9,ISOLATED_FROM
dolphin::33905,organism:624134db9f47,ISOLATED_FROM
dolphin::33906,organism:dbf349a8f310,ISOLATED_FROM
dolphin::33907,organism:761df19e0a8e,ISOLATED_FROM
dolphin::33908,organism:7ae43f9da000,ISOLATED_FROM
dolphin::33909,organism:1dde24441b81,ISOLATED_FROM
dolphin::33910,organism:7e2269d18fd8,ISOLATED_FROM
dolphin::33911,organism:7a3e83de035d,ISOLATED_FROM
dolphin::33912,organism:0d0537df5bfe,ISOLATED_FROM
dolphin::33913,organism:2f96d757b7c1,ISOLATED_FROM
dolphin::33914,organism:c9b76b9ef735,ISOLATED_FROM
dolphin::33915,organism:d22fe45fe67c,ISOLATED_FROM
dolphin::33916,organism:f7c1f9b74a0b,ISOLATED_FROM
dolphin::33917,organism:c4ae214e23bc,ISOLATED_FROM
dolphin::33918,organism:496dcca96bae,ISOLATED_FROM
dolphin::33919,organism:1956035557b2,ISOLATED_FROM
dolphin::33920,organism:b2b6b2815906,ISOLATED_FROM
dolphin::33921,organism:c35ff082c971,ISOLATED_FROM
dolphin::33922,organism:c35ff082c971,ISOLATED_FROM
dolphin::33923,organism:c35ff082c971,ISOLATED_FROM
dolphin::33924,organism:d9dde50e9903,ISOLATED_FROM
dolphin::33925,organism:870eb16aef92,ISOLATED_FROM
dolphin::33926,organism:ce9cd5b11e2a,ISOLATED_FROM
dolphin::33927,organism:a5201078c7ea,ISOLATED_FROM
dolphin::33928,organism:0c77626f88c6,ISOLATED_FROM
dolphin::33929,organism:3c062ff49b51,ISOLATED_FROM
dolphin::33930,organism:7067c6f4812e,ISOLATED_FROM
dolphin::33931,organism:22c37602b787,ISOLATED_FROM
dolphin::33932,organism:6594c31332aa,ISOLATED_FROM
dolphin::33933,organism:8357e4974d31,ISOLATED_FROM
dolphin::33934,organism:8357e4974d31,ISOLATED_FROM
dolphin::33935,organism:929f7f7041e0,ISOLATED_FROM
dolphin::33936,organism:bb4dea211355,ISOLATED_FROM
dolphin::33937,organism:039cf8070e8e,ISOLATED_FROM
dolphin::33938,organism:039cf8070e8e,ISOLATED_FROM
dolphin::33939,organism:388f54311515,ISOLATED_FROM
dolphin::33940,organism:eaa8826a9eaf,ISOLATED_FROM
dolphin::33941,organism:60dd2f81ae9b,ISOLATED_FROM
dolphin::33942,organism:6940336255ae,ISOLATED_FROM
dolphin::33943,organism:05dd216e3da9,ISOLATED_FROM
dolphin::33944,organism:c05720695e7e,ISOLATED_FROM
dolphin::33945,organism:65672e0cb49c,ISOLATED_FROM
dolphin::33946,organism:2fc783062678,ISOLATED_FROM
dolphin::33947,organism:65cc78762b89,ISOLATED_FROM
dolphin::33948,organism:babd7e908343,ISOLATED_FROM
dolphin::33949,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33950,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33951,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33952,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33953,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33954,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33955,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33956,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33957,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33958,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33959,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33960,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33961,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33962,organism:5fca76f1802e,ISOLATED_FROM
dolphin::33963,organism:4edb013a143e,ISOLATED_FROM
dolphin::33964,organism:32d606dc3451,ISOLATED_FROM
dolphin::33965,organism:5cd2eea69a12,ISOLATED_FROM
dolphin::33966,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::33967,organism:929f7f7041e0,ISOLATED_FROM
dolphin::33968,organism:d8be049d6243,ISOLATED_FROM
dolphin::33969,organism:d8be049d6243,ISOLATED_FROM
dolphin::33970,organism:af2823ac390d,ISOLATED_FROM
dolphin::33971,organism:391fdf6970dd,ISOLATED_FROM
dolphin::33972,organism:196240368ace,ISOLATED_FROM
dolphin::33973,organism:786ee0973c6d,ISOLATED_FROM
dolphin::33974,organism:786ee0973c6d,ISOLATED_FROM
dolphin::33975,organism:786ee0973c6d,ISOLATED_FROM
dolphin::33976,organism:786ee0973c6d,ISOLATED_FROM
dolphin::33977,organism:288ddd934d9c,ISOLATED_FROM
dolphin::33978,organism:ecfb3dc0697c,ISOLATED_FROM
dolphin::33979,organism:5b404ecedbfd,ISOLATED_FROM
dolphin::33980,organism:73de71612822,ISOLATED_FROM
dolphin::33981,organism:73de71612822,ISOLATED_FROM
dolphin::33982,organism:d9dde50e9903,ISOLATED_FROM
dolphin::33983,organism:babd7e908343,ISOLATED_FROM
dolphin::33984,organism:90b843fc4323,ISOLATED_FROM
dolphin::33985,organism:6e82406cc51f,ISOLATED_FROM
dolphin::33986,organism:04936b34ca3b,ISOLATED_FROM
dolphin::33987,organism:04936b34ca3b,ISOLATED_FROM
dolphin::33988,organism:04936b34ca3b,ISOLATED_FROM
dolphin::33989,organism:04936b34ca3b,ISOLATED_FROM
dolphin::33990,organism:04936b34ca3b,ISOLATED_FROM
dolphin::33991,organism:9e309fc8709d,ISOLATED_FROM
dolphin::33992,organism:fc2988a4e355,ISOLATED_FROM
dolphin::33993,organism:f27eb324979b,ISOLATED_FROM
dolphin::33994,organism:d09b4d5ea913,ISOLATED_FROM
dolphin::33995,organism:3b98759e2d34,ISOLATED_FROM
dolphin::33996,organism:6e82406cc51f,ISOLATED_FROM
dolphin::33997,organism:6e82406cc51f,ISOLATED_FROM
dolphin::33998,organism:6e82406cc51f,ISOLATED_FROM
dolphin::33999,organism:6e82406cc51f,ISOLATED_FROM
dolphin::34000,organism:6e82406cc51f,ISOLATED_FROM
dolphin::34001,organism:6e82406cc51f,ISOLATED_FROM
dolphin::34002,organism:6e82406cc51f,ISOLATED_FROM
dolphin::34003,organism:1279b2400647,ISOLATED_FROM
dolphin::34004,organism:05dd216e3da9,ISOLATED_FROM
dolphin::34005,organism:60dd2f81ae9b,ISOLATED_FROM
dolphin::34006,organism:b1e6ae33a951,ISOLATED_FROM
dolphin::34007,organism:cb43250e342b,ISOLATED_FROM
dolphin::34008,organism:46657a9da2e7,ISOLATED_FROM
dolphin::34009,organism:786ee0973c6d,ISOLATED_FROM
dolphin::34010,organism:786ee0973c6d,ISOLATED_FROM
dolphin::34011,organism:786ee0973c6d,ISOLATED_FROM
dolphin::34012,organism:d8cefda760f8,ISOLATED_FROM
dolphin::34013,organism:9cfaffdd7cda,ISOLATED_FROM
dolphin::34014,organism:fe4a808051c1,ISOLATED_FROM
dolphin::34015,organism:f897589f61a8,ISOLATED_FROM
dolphin::34016,organism:5a6876ac00e4,ISOLATED_FROM
dolphin::34017,organism:e1f795f1f0c9,ISOLATED_FROM
dolphin::34018,organism:e1f795f1f0c9,ISOLATED_FROM
dolphin::34019,organism:2fc783062678,ISOLATED_FROM
dolphin::34020,organism:234898229c9c,ISOLATED_FROM
dolphin::34021,organism:234898229c9c,ISOLATED_FROM
dolphin::34022,organism:e7c7b8b9390c,ISOLATED_FROM
dolphin::34023,organism:427a4ba442f7,ISOLATED_FROM
dolphin::34024,organism:661a1aec39f7,ISOLATED_FROM
dolphin::34025,organism:13b8b12c12b5,ISOLATED_FROM
dolphin::34026,organism:1279b2400647,ISOLATED_FROM
dolphin::34027,organism:6a1aa33696cf,ISOLATED_FROM
dolphin::34028,organism:02343f0f8076,ISOLATED_FROM
dolphin::34029,organism:02343f0f8076,ISOLATED_FROM
dolphin::34030,organism:02343f0f8076,ISOLATED_FROM
dolphin::34031,organism:b7067749e816,ISOLATED_FROM
dolphin::34032,organism:288ddd934d9c,ISOLATED_FROM
dolphin::34033,organism:3b66efaa5a2c,ISOLATED_FROM
dolphin::34034,organism:22c37602b787,ISOLATED_FROM
dolphin::34035,organism:fa060a13b235,ISOLATED_FROM
dolphin::34036,organism:47eacc81707e,ISOLATED_FROM
dolphin::34037,organism:5a6876ac00e4,ISOLATED_FROM
dolphin::34038,organism:fa060a13b235,ISOLATED_FROM
dolphin::34039,organism:fdc86b8080b1,ISOLATED_FROM
dolphin::34040,organism:b1733fe8378e,ISOLATED_FROM
dolphin::34041,organism:47eacc81707e,ISOLATED_FROM
dolphin::34042,organism:59e8841c34fa,ISOLATED_FROM
dolphin::34043,organism:3bf40ca3ca01,ISOLATED_FROM
dolphin::34044,organism:f1102bf4d429,ISOLATED_FROM
dolphin::34045,organism:f69134361805,ISOLATED_FROM
dolphin::34046,organism:102e1bfd11e4,ISOLATED_FROM
dolphin::34047,organism:f4dd2e5d9d9e,ISOLATED_FROM
dolphin::34048,organism:fb7960af6c8c,ISOLATED_FROM
dolphin::34049,organism:4b198e1fefa0,ISOLATED_FROM
dolphin::34050,organism:51d2c8401863,ISOLATED_FROM
dolphin::34051,organism:4f770a59ef1a,ISOLATED_FROM
dolphin::34052,organism:032175d92efe,ISOLATED_FROM
dolphin::34053,organism:769de74c9fbd,ISOLATED_FROM
dolphin::34054,organism:023ed78cc1d0,ISOLATED_FROM
dolphin::34055,organism:3e14066a0378,ISOLATED_FROM
dolphin::34056,organism:59e215b76142,ISOLATED_FROM
dolphin::34057,organism:be2dbb6c0577,ISOLATED_FROM
dolphin::34058,organism:e13e61f3f079,ISOLATED_FROM
dolphin::34059,organism:e13e61f3f079,ISOLATED_FROM
dolphin::34060,organism:416995465e65,ISOLATED_FROM
dolphin::34061,organism:7235aac92105,ISOLATED_FROM
dolphin::34062,organism:f88c9d8259be,ISOLATED_FROM
dolphin::34063,organism:f88c9d8259be,ISOLATED_FROM
dolphin::34064,organism:5b404ecedbfd,ISOLATED_FROM
dolphin::34065,organism:9dc54519fb0e,ISOLATED_FROM
dolphin::34066,organism:0c90862e21a9,ISOLATED_FROM
dolphin::34067,organism:cdf5e453f70d,ISOLATED_FROM
dolphin::34068,organism:e49db66cbe7f,ISOLATED_FROM
dolphin::34069,organism:9a202669305a,ISOLATED_FROM
dolphin::34070,organism:e45e6f481009,ISOLATED_FROM
dolphin::34071,organism:66862e3a9876,ISOLATED_FROM
dolphin::34072,organism:ecfb3dc0697c,ISOLATED_FROM
dolphin::34073,organism:e994600553f5,ISOLATED_FROM
dolphin::34074,organism:81a325c0d042,ISOLATED_FROM
dolphin::34075,organism:4b39bd01e76f,ISOLATED_FROM
dolphin::34076,organism:be087472e042,ISOLATED_FROM
dolphin::34077,organism:09ba2fe97703,ISOLATED_FROM
dolphin::34078,organism:a3b0f5e0bc89,ISOLATED_FROM
dolphin::34079,organism:8ba32f1ee976,ISOLATED_FROM
dolphin::34080,organism:e1f9dc12ef70,ISOLATED_FROM
dolphin::34081,organism:a2039af1ea98,ISOLATED_FROM
dolphin::34082,organism:be1d84a847fb,ISOLATED_FROM
dolphin::34083,organism:be1d84a847fb,ISOLATED_FROM
dolphin::34084,organism:fe5395558884,ISOLATED_FROM
dolphin::34085,organism:bc9a8908e95a,ISOLATED_FROM
dolphin::34086,organism:f9a8d1b2e68f,ISOLATED_FROM
dolphin::34087,organism:10a089050d9d,ISOLATED_FROM
dolphin::34088,organism:f9a8d1b2e68f,ISOLATED_FROM
dolphin::34089,organism:3b17e778aed0,ISOLATED_FROM
dolphin::34090,organism:1417c7f7dea2,ISOLATED_FROM
dolphin::34091,organism:6b51036734b4,ISOLATED_FROM
dolphin::34092,organism:902876241a0c,ISOLATED_FROM
dolphin::34093,organism:902876241a0c,ISOLATED_FROM
dolphin::34094,organism:902876241a0c,ISOLATED_FROM
dolphin::34095,organism:902876241a0c,ISOLATED_FROM
dolphin::34096,organism:902876241a0c,ISOLATED_FROM
dolphin::34097,organism:902876241a0c,ISOLATED_FROM
dolphin::34098,organism:f0f8f810dab5,ISOLATED_FROM
dolphin::34099,organism:6ae836ba31c4,ISOLATED_FROM
dolphin::34100,organism:a2706aa2c7c1,ISOLATED_FROM
dolphin::34101,organism:85896c9e27a1,ISOLATED_FROM
dolphin::34102,organism:5de36456e3e1,ISOLATED_FROM
dolphin::34103,organism:3218f910976a,ISOLATED_FROM
dolphin::34104,organism:ffcf3fbe6b49,ISOLATED_FROM
dolphin::34105,organism:b1f993dc84ac,ISOLATED_FROM
dolphin::34106,organism:f6a381e1a4c4,ISOLATED_FROM
dolphin::34107,organism:f6a381e1a4c4,ISOLATED_FROM
dolphin::34108,organism:f6a381e1a4c4,ISOLATED_FROM
dolphin::34109,organism:f6a381e1a4c4,ISOLATED_FROM
dolphin::34110,organism:786ee0973c6d,ISOLATED_FROM
dolphin::34111,organism:613022a37dd8,ISOLATED_FROM
dolphin::34112,organism:6e7f4fc9f024,ISOLATED_FROM
dolphin::34113,organism:6e7f4fc9f024,ISOLATED_FROM
dolphin::34114,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34115,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34116,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34117,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34118,organism:734ffa99cff7,ISOLATED_FROM
dolphin::34119,organism:5ee4e5b9b00d,ISOLATED_FROM
dolphin::34120,organism:b1ee987e53b2,ISOLATED_FROM
dolphin::34121,organism:c609a913ce21,ISOLATED_FROM
dolphin::34122,organism:1c72f5a4063d,ISOLATED_FROM
dolphin::34123,organism:1c72f5a4063d,ISOLATED_FROM
dolphin::34124,organism:9038b74bc423,ISOLATED_FROM
dolphin::34125,organism:b3178ed101dd,ISOLATED_FROM
dolphin::34126,organism:3dbc0aba0ae5,ISOLATED_FROM
dolphin::34127,organism:bf45c54dcaf1,ISOLATED_FROM
dolphin::34128,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34129,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34130,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34131,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34132,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34133,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34134,organism:f2323fbe0c6b,ISOLATED_FROM
dolphin::34135,organism:1074177e55ae,ISOLATED_FROM
dolphin::34136,organism:5a6876ac00e4,ISOLATED_FROM
dolphin::34137,organism:5a6876ac00e4,ISOLATED_FROM
dolphin::34138,organism:5a6876ac00e4,ISOLATED_FROM
dolphin::34139,organism:de4ee2c76ff5,ISOLATED_FROM
dolphin::34140,organism:de4ee2c76ff5,ISOLATED_FROM
dolphin::34141,organism:de4ee2c76ff5,ISOLATED_FROM
dolphin::34142,organism:22c37602b787,ISOLATED_FROM
dolphin::34143,organism:22c37602b787,ISOLATED_FROM
dolphin::34144,organism:fe0ef6b348f6,ISOLATED_FROM
dolphin::34145,organism:a2cef43209c8,ISOLATED_FROM
dolphin::34146,organism:0755f993bf54,ISOLATED_FROM
dolphin::34147,organism:1c5abee129a0,ISOLATED_FROM
dolphin::34148,organism:ca941e9b4b03,ISOLATED_FROM
dolphin::34149,organism:24300f152cc2,ISOLATED_FROM
dolphin::34150,organism:24300f152cc2,ISOLATED_FROM
dolphin::34151,organism:fd96f8b26e70,ISOLATED_FROM
dolphin::34152,organism:aa6664ed7ade,ISOLATED_FROM
dolphin::34153,organism:7ffef0654159,ISOLATED_FROM
dolphin::34154,organism:7ffef0654159,ISOLATED_FROM
dolphin::34155,organism:7ffef0654159,ISOLATED_FROM
dolphin::34156,organism:00181e076ace,ISOLATED_FROM
dolphin::34157,organism:00181e076ace,ISOLATED_FROM
dolphin::34158,organism:239fbc961c10,ISOLATED_FROM
dolphin::34159,organism:2e65f805cd12,ISOLATED_FROM
dolphin::34160,organism:2e65f805cd12,ISOLATED_FROM
dolphin::34161,organism:2e65f805cd12,ISOLATED_FROM
dolphin::34162,organism:41da90b8310d,ISOLATED_FROM
dolphin::34163,organism:d9dde50e9903,ISOLATED_FROM
dolphin::34164,organism:d9dde50e9903,ISOLATED_FROM
dolphin::34165,organism:d5a73355effb,ISOLATED_FROM
dolphin::34166,organism:a7dbff98804e,ISOLATED_FROM
dolphin::34167,organism:a7dbff98804e,ISOLATED_FROM
dolphin::34168,organism:a7dbff98804e,ISOLATED_FROM
dolphin::34169,organism:15c802ab17d1,ISOLATED_FROM
dolphin::34170,organism:1e63d0317840,ISOLATED_FROM
dolphin::34171,organism:1e63d0317840,ISOLATED_FROM
dolphin::34172,organism:465ded1222fa,ISOLATED_FROM
dolphin::34173,organism:81179c05fafa,ISOLATED_FROM
dolphin::34174,organism:25ef0eb07d1e,ISOLATED_FROM
dolphin::34175,organism:25ef0eb07d1e,ISOLATED_FROM
dolphin::34176,organism:3112420d0249,ISOLATED_FROM
dolphin::34177,organism:af2a00130618,ISOLATED_FROM
dolphin::34178,organism:af2a00130618,ISOLATED_FROM
dolphin::34179,organism:af2a00130618,ISOLATED_FROM
dolphin::34180,organism:e9819e2dc6a7,ISOLATED_FROM
dolphin::34181,organism:0c9baf19a991,ISOLATED_FROM
dolphin::34182,organism:4ca7947c9ff3,ISOLATED_FROM
dolphin::34183,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34184,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34185,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34186,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34187,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34188,organism:9d00ae2b74fc,ISOLATED_FROM
dolphin::34189,organism:5fe654ce09a9,ISOLATED_FROM
dolphin::34190,organism:4ca7947c9ff3,ISOLATED_FROM
dolphin::34191,organism:394eab24f36d,ISOLATED_FROM
dolphin::34192,organism:6d4b79d2db68,ISOLATED_FROM
dolphin::34193,organism:6d4b79d2db68,ISOLATED_FROM
dolphin::34194,organism:6d4b79d2db68,ISOLATED_FROM
dolphin::34195,organism:2346fb0731d4,ISOLATED_FROM
dolphin::34196,organism:f5fef1b22db0,ISOLATED_FROM
dolphin::34197,organism:bdaa67c7dec1,ISOLATED_FROM
dolphin::34198,organism:ace940a6400d,ISOLATED_FROM
dolphin::34199,organism:ace940a6400d,ISOLATED_FROM
dolphin::34200,organism:23ffa0747119,ISOLATED_FROM
dolphin::34201,organism:dc680990d17b,ISOLATED_FROM
dolphin::34202,organism:61f1c116a594,ISOLATED_FROM
dolphin::34203,organism:3be47f82b16e,ISOLATED_FROM
dolphin::34204,organism:51c111b9ae86,ISOLATED_FROM
dolphin::34205,organism:51c111b9ae86,ISOLATED_FROM
dolphin::34206,organism:51c111b9ae86,ISOLATED_FROM
dolphin::34207,organism:7235aac92105,ISOLATED_FROM
dolphin::34208,organism:7235aac92105,ISOLATED_FROM
dolphin::34209,organism:7235aac92105,ISOLATED_FROM
dolphin::34210,organism:612fb356553f,ISOLATED_FROM
dolphin::34211,organism:612fb356553f,ISOLATED_FROM
dolphin::34212,organism:592490afaac6,ISOLATED_FROM
dolphin::34213,organism:0c9baf19a991,ISOLATED_FROM
dolphin::34214,organism:613022a37dd8,ISOLATED_FROM
dolphin::34215,organism:b1f993dc84ac,ISOLATED_FROM
dolphin::34216,organism:288ddd934d9c,ISOLATED_FROM
dolphin::34217,organism:a618a116cdcc,ISOLATED_FROM
dolphin::34218,organism:a618a116cdcc,ISOLATED_FROM
dolphin::34219,organism:3a676cf56b2b,ISOLATED_FROM
dolphin::34220,organism:22dc876b34af,ISOLATED_FROM
dolphin::34221,organism:2e65f805cd12,ISOLATED_FROM
dolphin::34222,organism:2e65f805cd12,ISOLATED_FROM
dolphin::34223,organism:5cccd900af7e,ISOLATED_FROM
dolphin::34224,organism:5cccd900af7e,ISOLATED_FROM
dolphin::34225,organism:5cccd900af7e,ISOLATED_FROM
dolphin::34226,organism:5cccd900af7e,ISOLATED_FROM
dolphin::34227,organism:5cccd900af7e,ISOLATED_FROM
dolphin::34228,organism:982eaf3da780,ISOLATED_FROM
dolphin::34229,organism:c7d9078c7c12,ISOLATED_FROM
dolphin::34230,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34231,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34232,organism:e67c0345e14d,ISOLATED_FROM
dolphin::34233,organism:22c37602b787,ISOLATED_FROM
dolphin::34234,organism:22c37602b787,ISOLATED_FROM
dolphin::34235,organism:22c37602b787,ISOLATED_FROM
dolphin::34236,organism:8d3959ea3022,ISOLATED_FROM
dolphin::34237,organism:44947c70d57e,ISOLATED_FROM
dolphin::34238,organism:d726e9204f2d,ISOLATED_FROM
dolphin::34239,organism:fc2fbe843565,ISOLATED_FROM
dolphin::34240,organism:2cb77e92b217,ISOLATED_FROM
dolphin::34241,organism:2cb77e92b217,ISOLATED_FROM
dolphin::34242,organism:10a089050d9d,ISOLATED_FROM
dolphin::34243,organism:06cce442ecc8,ISOLATED_FROM
dolphin::34244,organism:06cce442ecc8,ISOLATED_FROM
dolphin::34245,organism:06cce442ecc8,ISOLATED_FROM
dolphin::34246,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34247,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34248,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34249,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34250,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34251,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34252,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34253,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34254,organism:43676bbf85cf,ISOLATED_FROM
dolphin::34255,organism:cad53e4293bb,ISOLATED_FROM
dolphin::34256,organism:cad53e4293bb,ISOLATED_FROM
dolphin::34257,organism:459246ffed98,ISOLATED_FROM
dolphin::34258,organism:459246ffed98,ISOLATED_FROM
dolphin::34259,organism:786e7e3c193e,ISOLATED_FROM
dolphin::34260,organism:b346892fa3b2,ISOLATED_FROM
dolphin::34261,organism:eb7791110c8a,ISOLATED_FROM
dolphin::34262,organism:0c9baf19a991,ISOLATED_FROM
dolphin::34263,organism:d64950dec244,ISOLATED_FROM
dolphin::34264,organism:d64950dec244,ISOLATED_FROM
dolphin::34265,organism:d64950dec244,ISOLATED_FROM
dolphin::34266,organism:a93dfb2cbea0,ISOLATED_FROM
dolphin::34267,organism:f1d0ae26205e,ISOLATED_FROM
dolphin::34268,organism:fbb16146adc7,ISOLATED_FROM
